"usgs_site","CharacteristicName","Date_UTC","mn_value_std","Date","Flow","Flow_cd","catchment_area","pctburn_lg","yrs_lg","post_rct","post_lg"
"USGS-06710247","NO3_NO2",1999-06-10,12.8571428571429,"1999-06-10",924,"A",8017.7,0.0652656380469735,-2.99520876112252,"pre","pre"
"USGS-06710247","NO3_NO2",1999-07-08,9.28571428571429,"1999-07-08",551,"A",8017.7,0.0652656380469735,-2.91854893908282,"pre","pre"
"USGS-06710247","NO3_NO2",1999-07-19,15.7142857142857,"1999-07-19",732,"A",8017.7,0.0652656380469735,-2.88843258042437,"pre","pre"
"USGS-06710247","NO3_NO2",1999-07-20,3.57142857142857,"1999-07-20",573,"A",8017.7,0.0652656380469735,-2.88569472963723,"pre","pre"
"USGS-06710247","NO3_NO2",1999-08-04,25.7142857142857,"1999-08-04",317,"A",8017.7,0.0652656380469735,-2.84462696783025,"pre","pre"
"USGS-06710247","NO3_NO2",1999-08-05,13.5714285714286,"1999-08-05",739,"A",8017.7,0.0652656380469735,-2.84188911704312,"pre","pre"
"USGS-06710247","NO3_NO2",1999-09-19,89.2857142857143,"1999-09-19",79,"A",8017.7,0.0652656380469735,-2.71868583162218,"pre","pre"
"USGS-06710247","NO3_NO2",1999-10-16,131.428571428571,"1999-10-16",57,"A",8017.7,0.0652656380469735,-2.64476386036961,"pre","pre"
"USGS-06710247","NO3_NO2",2000-03-15,92.8571428571429,"2000-03-15",70,"A",8017.7,0.0652656380469735,-2.23134839151266,"pre","pre"
"USGS-06710247","NO3_NO2",2000-03-16,50,"2000-03-16",135,"A",8017.7,0.0652656380469735,-2.22861054072553,"pre","pre"
"USGS-06710247","NO3_NO2",2000-03-30,62.8571428571429,"2000-03-30",110,"A",8017.7,0.0652656380469735,-2.19028062970568,"pre","pre"
"USGS-06710247","NO3_NO2",2000-03-31,61.0714285714286,"2000-03-31",172,"A",8017.7,0.0652656380469735,-2.18754277891855,"pre","pre"
"USGS-06710247","NO3_NO2",2000-04-01,66.4285714285714,"2000-04-01",151,"A",8017.7,0.0652656380469735,-2.18480492813142,"pre","pre"
"USGS-06710247","NO3_NO2",2000-04-30,27.5,"2000-04-30",402,"A",8017.7,0.0652656380469735,-2.10540725530459,"pre","pre"
"USGS-06710247","NO3_NO2",2000-05-08,20.7142857142857,"2000-05-08",437,"A",8017.7,0.0652656380469735,-2.08350444900753,"pre","pre"
"USGS-06710247","NO3_NO2",2000-05-09,24.2857142857143,"2000-05-09",229,"A",8017.7,0.0652656380469735,-2.0807665982204,"pre","pre"
"USGS-06710247","NO3_NO2",2000-06-17,30.3571428571429,"2000-06-17",209,"A",8017.7,0.0652656380469735,-1.97399041752225,"pre","pre"
"USGS-06710247","NO3_NO2",2000-07-17,30,"2000-07-17",671,"A",8017.7,0.0652656380469735,-1.89185489390828,"pre","pre"
"USGS-06710247","NO3_NO2",2001-04-11,41.4285714285714,"2001-04-11",189,"A",8017.7,0.0652656380469735,-1.15811088295688,"pre","pre"
"USGS-06710247","NO3_NO2",2001-04-12,39.2857142857143,"2001-04-12",207,"A",8017.7,0.0652656380469735,-1.15537303216975,"pre","pre"
"USGS-06710247","NO3_NO2",2002-05-12,142.142857142857,"2002-05-12",40.9,"A",8017.7,0.0652656380469735,-0.0739219712525667,"pre","pre"
"USGS-06710247","NO3_NO2",2002-05-24,83.5714285714286,"2002-05-24",169,"A",8017.7,0.0652656380469735,-0.0410677618069815,"pre","pre"
"USGS-06710247","NO3_NO2",2002-05-25,85,"2002-05-25",104,"A",8017.7,0.0652656380469735,-0.0383299110198494,"pre","pre"
"USGS-06710247","NO3_NO2",2002-06-04,87.1428571428571,"2002-06-04",119,"A",8017.7,0.0652656380469735,-0.0109514031485284,"pre","pre"
"USGS-06710247","NO3_NO2",2002-06-05,79.2857142857143,"2002-06-05",49.3,"A",8017.7,0.0652656380469735,-0.0082135523613963,"pre","pre"
"USGS-06710247","NO3_NO2",2002-09-11,62.8571428571429,"2002-09-11",15.1,"A",8017.7,0.0652656380469735,0.26009582477755,"pre","post"
"USGS-06710247","NO3_NO2",2002-09-18,65.7142857142857,"2002-09-18",71.3,"A",8017.7,0.0652656380469735,0.279260780287474,"pre","post"
"USGS-06710247","NO3_NO2",2003-03-18,71.7857142857143,"2003-03-18",63.2,"A",8017.7,0.0652656380469735,0.774811772758385,"pre","post"
"USGS-06710247","NO3_NO2",2003-06-07,41.4285714285714,"2003-06-07",185,"A",8017.7,0.0652656380469735,0.996577686516085,"pre","post"
"USGS-06710247","NO3_NO2",2004-04-22,85,"2004-04-22",57.4,"A",8017.7,0.0652656380469735,1.87268993839836,"pre","post"
"USGS-06710247","NO3_NO2",2004-04-23,88.5714285714286,"2004-04-23",143,"A",8017.7,0.0652656380469735,1.87542778918549,"pre","post"
"USGS-06710247","NO3_NO2",2004-06-09,39.2857142857143,"2004-06-09",157,"A",8017.7,0.0652656380469735,2.0041067761807,"pre","post"
"USGS-06710247","NO3_NO2",2004-06-27,59.2857142857143,"2004-06-27",222,"A",8017.7,0.0652656380469735,2.05338809034908,"pre","post"
"USGS-06710247","NO3_NO2",2004-06-28,28.5714285714286,"2004-06-28",523,"A",8017.7,0.0652656380469735,2.05612594113621,"pre","post"
"USGS-06710247","NO3_NO2",2004-08-11,56.4285714285714,"2004-08-11",203,"A",8017.7,0.0652656380469735,2.17659137577002,"pre","post"
"USGS-06710247","NO3_NO2",2004-08-18,48.5714285714286,"2004-08-18",209,"A",8017.7,0.0652656380469735,2.19575633127995,"pre","post"
"USGS-06710247","NO3_NO2",2004-08-19,41.4285714285714,"2004-08-19",409,"A",8017.7,0.0652656380469735,2.19849418206708,"pre","post"
"USGS-06710247","NO3_NO2",2005-04-11,32.1428571428571,"2005-04-11",297,"A",8017.7,0.0652656380469735,2.84188911704312,"pre","post"
"USGS-06710247","NO3_NO2",2005-04-21,42.1428571428571,"2005-04-21",380,"A",8017.7,0.0652656380469735,2.86926762491444,"pre","post"
"USGS-06713500","NO3_NO2",2008-10-23,76.4285714285714,"2008-10-23",30.8,"A",1056.4,0.0044690201005017,-2.41478439425051,"pre","pre"
"USGS-06713500","NO3_NO2",2008-11-18,100,"2008-11-18",24.5,"A",1056.4,0.0044690201005017,-2.34360027378508,"pre","pre"
"USGS-06713500","NO3_NO2",2008-12-10,70,"2008-12-10",37.8,"A",1056.4,0.0044690201005017,-2.28336755646817,"pre","pre"
"USGS-06713500","NO3_NO2",2009-01-20,73.5714285714286,"2009-01-20",31.1,"A e",1056.4,0.0044690201005017,-2.17111567419576,"pre","pre"
"USGS-06713500","NO3_NO2",2009-02-05,70.7142857142857,"2009-02-05",29.2,"A",1056.4,0.0044690201005017,-2.12731006160164,"pre","pre"
"USGS-06713500","NO3_NO2",2009-03-03,65.7142857142857,"2009-03-03",32.5,"A",1056.4,0.0044690201005017,-2.05612594113621,"pre","pre"
"USGS-06713500","NO3_NO2",2009-04-07,50.7142857142857,"2009-04-07",38.4,"A",1056.4,0.0044690201005017,-1.96030116358658,"pre","pre"
"USGS-06713500","NO3_NO2",2009-04-13,52.8571428571429,"2009-04-13",39.3,"A",1056.4,0.0044690201005017,-1.94387405886379,"pre","pre"
"USGS-06713500","NO3_NO2",2009-04-15,55,"2009-04-15",36.7,"A",1056.4,0.0044690201005017,-1.93839835728953,"pre","pre"
"USGS-06713500","NO3_NO2",2009-05-04,55.7142857142857,"2009-05-04",47.2,"A",1056.4,0.0044690201005017,-1.88637919233402,"pre","pre"
"USGS-06713500","NO3_NO2",2009-05-11,48.5714285714286,"2009-05-11",63.6,"A e",1056.4,0.0044690201005017,-1.86721423682409,"pre","pre"
"USGS-06713500","NO3_NO2",2009-05-18,62.1428571428571,"2009-05-18",38.6,"A",1056.4,0.0044690201005017,-1.84804928131417,"pre","pre"
"USGS-06713500","NO3_NO2",2009-06-08,20.7142857142857,"2009-06-08",120,"A",1056.4,0.0044690201005017,-1.79055441478439,"pre","pre"
"USGS-06713500","NO3_NO2",2009-06-17,49.2857142857143,"2009-06-17",70.8,"A",1056.4,0.0044690201005017,-1.76591375770021,"pre","pre"
"USGS-06713500","NO3_NO2",2009-06-29,42.1428571428571,"2009-06-29",105,"A",1056.4,0.0044690201005017,-1.73305954825462,"pre","pre"
"USGS-06713500","NO3_NO2",2009-07-06,67.1428571428571,"2009-07-06",73.2,"A",1056.4,0.0044690201005017,-1.7138945927447,"pre","pre"
"USGS-06713500","NO3_NO2",2009-07-13,70.7142857142857,"2009-07-13",57.2,"A",1056.4,0.0044690201005017,-1.69472963723477,"pre","pre"
"USGS-06713500","NO3_NO2",2009-07-20,65,"2009-07-20",76.5,"A e",1056.4,0.0044690201005017,-1.67556468172485,"pre","pre"
"USGS-06713500","NO3_NO2",2009-08-10,153.571428571429,"2009-08-10",34.8,"A e",1056.4,0.0044690201005017,-1.61806981519507,"pre","pre"
"USGS-06713500","NO3_NO2",2009-08-17,85,"2009-08-17",34.7,"A e",1056.4,0.0044690201005017,-1.59890485968515,"pre","pre"
"USGS-06713500","NO3_NO2",2009-08-26,116.428571428571,"2009-08-26",32,"A e",1056.4,0.0044690201005017,-1.57426420260096,"pre","pre"
"USGS-06713500","NO3_NO2",2009-09-01,91.4285714285714,"2009-09-01",31,"A e",1056.4,0.0044690201005017,-1.55783709787817,"pre","pre"
"USGS-06713500","NO3_NO2",2009-09-14,87.1428571428571,"2009-09-14",27.3,"A",1056.4,0.0044690201005017,-1.52224503764545,"pre","pre"
"USGS-06713500","NO3_NO2",2009-09-21,87.8571428571429,"2009-09-21",50.1,"A",1056.4,0.0044690201005017,-1.50308008213552,"pre","pre"
"USGS-06713500","NO3_NO2",2010-10-14,124.285714285714,"2010-10-14",21.6,"A",1056.4,0.0044690201005017,-0.440793976728268,"pre","pre"
"USGS-06713500","NO3_NO2",2010-11-08,130.714285714286,"2010-11-08",20.2,"A",1056.4,0.0044690201005017,-0.372347707049966,"pre","pre"
"USGS-06713500","NO3_NO2",2010-12-08,85.7142857142857,"2010-12-08",27.9,"A",1056.4,0.0044690201005017,-0.290212183436003,"pre","pre"
"USGS-06713500","NO3_NO2",2011-01-18,73.5714285714286,"2011-01-18",38.3,"A",1056.4,0.0044690201005017,-0.177960301163587,"pre","pre"
"USGS-06713500","NO3_NO2",2011-02-14,78.5714285714286,"2011-02-14",49.3,"A",1056.4,0.0044690201005017,-0.10403832991102,"pre","pre"
"USGS-06713500","NO3_NO2",2011-03-03,59.2857142857143,"2011-03-03",42,"A",1056.4,0.0044690201005017,-0.0574948665297741,"pre","pre"
"USGS-06713500","NO3_NO2",2011-04-11,85,"2011-04-11",22.1,"A",1056.4,0.0044690201005017,0.0492813141683778,"pre","post"
"USGS-06713500","NO3_NO2",2011-04-18,88.5714285714286,"2011-04-18",23.2,"A",1056.4,0.0044690201005017,0.0684462696783025,"pre","post"
"USGS-06713500","NO3_NO2",2011-04-25,92.1428571428572,"2011-04-25",35.7,"A",1056.4,0.0044690201005017,0.0876112251882272,"pre","post"
"USGS-06713500","NO3_NO2",2011-05-02,96.4285714285714,"2011-05-02",18,"A",1056.4,0.0044690201005017,0.106776180698152,"pre","post"
"USGS-06713500","NO3_NO2",2011-05-09,100.714285714286,"2011-05-09",22,"A",1056.4,0.0044690201005017,0.125941136208077,"pre","post"
"USGS-06713500","NO3_NO2",2011-05-16,160,"2011-05-16",14.2,"A",1056.4,0.0044690201005017,0.145106091718001,"pre","post"
"USGS-06713500","NO3_NO2",2011-06-06,165,"2011-06-06",11.6,"A",1056.4,0.0044690201005017,0.202600958247775,"pre","post"
"USGS-06713500","NO3_NO2",2011-06-13,114.285714285714,"2011-06-13",20.8,"A",1056.4,0.0044690201005017,0.2217659137577,"pre","post"
"USGS-06713500","NO3_NO2",2011-06-20,29.2857142857143,"2011-06-20",318,"A",1056.4,0.0044690201005017,0.240930869267625,"pre","post"
"USGS-06713500","NO3_NO2",2011-07-01,97.8571428571429,"2011-07-01",29.5,"A",1056.4,0.0044690201005017,0.271047227926078,"pre","post"
"USGS-06713500","NO3_NO2",2011-07-14,51.4285714285714,"2011-07-14",323,"A",1056.4,0.0044690201005017,0.306639288158795,"pre","post"
"USGS-06713500","NO3_NO2",2011-07-25,96.4285714285714,"2011-07-25",26,"A",1056.4,0.0044690201005017,0.336755646817248,"pre","post"
"USGS-06713500","NO3_NO2",2011-08-01,120.714285714286,"2011-08-01",16.1,"A",1056.4,0.0044690201005017,0.355920602327173,"pre","post"
"USGS-06713500","NO3_NO2",2011-08-08,132.857142857143,"2011-08-08",12.9,"A",1056.4,0.0044690201005017,0.375085557837098,"pre","post"
"USGS-06713500","NO3_NO2",2011-08-15,202.142857142857,"2011-08-15",11.6,"A",1056.4,0.0044690201005017,0.394250513347023,"pre","post"
"USGS-06713500","NO3_NO2",2011-09-06,137.142857142857,"2011-09-06",14.9,"A",1056.4,0.0044690201005017,0.454483230663929,"pre","post"
"USGS-06713500","NO3_NO2",2011-09-12,137.857142857143,"2011-09-12",15.5,"A",1056.4,0.0044690201005017,0.470910335386721,"pre","post"
"USGS-06713500","NO3_NO2",2011-09-19,138.571428571429,"2011-09-19",20.2,"A",1056.4,0.0044690201005017,0.490075290896646,"pre","post"
"USGS-06713500","NO3_NO2",2012-10-30,147.142857142857,"2012-10-30",10.8,"A",1056.4,0.0044690201005017,1.60438056125941,"pre","post"
"USGS-06713500","NO3_NO2",2012-11-26,105,"2012-11-26",15,"A",1056.4,0.0044690201005017,1.67830253251198,"pre","post"
"USGS-06713500","NO3_NO2",2012-12-18,102.857142857143,"2012-12-18",15,"A",1056.4,0.0044690201005017,1.73853524982888,"pre","post"
"USGS-06713500","NO3_NO2",2013-01-17,119.285714285714,"2013-01-17",16.9,"A",1056.4,0.0044690201005017,1.82067077344285,"pre","post"
"USGS-06713500","NO3_NO2",2013-02-22,93.5714285714286,"2013-02-22",22.5,"A",1056.4,0.0044690201005017,1.9192334017796,"pre","post"
"USGS-06713500","NO3_NO2",2013-03-21,45.8571428571429,"2013-03-21",40.3,"A",1056.4,0.0044690201005017,1.99315537303217,"pre","post"
"USGS-06713500","NO3_NO2",2013-04-08,50,"2013-04-08",36,"A",1056.4,0.0044690201005017,2.04243668720055,"pre","post"
"USGS-06713500","NO3_NO2",2013-04-16,56.5,"2013-04-16",75.7,"A",1056.4,0.0044690201005017,2.0643394934976,"pre","post"
"USGS-06713500","NO3_NO2",2013-04-22,90,"2013-04-22",35.2,"A",1056.4,0.0044690201005017,2.0807665982204,"pre","post"
"USGS-06713500","NO3_NO2",2013-05-07,82.8571428571428,"2013-05-07",48.6,"A",1056.4,0.0044690201005017,2.12183436002738,"pre","post"
"USGS-06713500","NO3_NO2",2013-05-15,113.571428571429,"2013-05-15",40.9,"A",1056.4,0.0044690201005017,2.14373716632444,"pre","post"
"USGS-06713500","NO3_NO2",2013-05-22,53.0714285714286,"2013-05-22",60.8,"A",1056.4,0.0044690201005017,2.16290212183436,"pre","post"
"USGS-06713500","NO3_NO2",2013-06-04,56.7857142857143,"2013-06-04",31.7,"A",1056.4,0.0044690201005017,2.19849418206708,"pre","post"
"USGS-06713500","NO3_NO2",2013-06-17,146.428571428571,"2013-06-17",12.1,"A",1056.4,0.0044690201005017,2.23408624229979,"post","post"
"USGS-06713500","NO3_NO2",2013-06-26,113.571428571429,"2013-06-26",9.6,"A",1056.4,0.0044690201005017,2.25872689938398,"post","post"
"USGS-06713500","NO3_NO2",2013-07-05,137.857142857143,"2013-07-05",9.74,"A",1056.4,0.0044690201005017,2.28336755646817,"post","post"
"USGS-06713500","NO3_NO2",2013-07-12,105,"2013-07-12",20.2,"A",1056.4,0.0044690201005017,2.3025325119781,"post","post"
"USGS-06713500","NO3_NO2",2013-07-22,117.142857142857,"2013-07-22",9.64,"A",1056.4,0.0044690201005017,2.32991101984942,"post","post"
"USGS-06713500","NO3_NO2",2013-08-07,116.428571428571,"2013-08-07",12.9,"A",1056.4,0.0044690201005017,2.37371663244353,"post","post"
"USGS-06713500","NO3_NO2",2013-08-20,53.2142857142857,"2013-08-20",17.2,"A",1056.4,0.0044690201005017,2.40930869267625,"post","post"
"USGS-06713500","NO3_NO2",2013-08-26,101.428571428571,"2013-08-26",12.5,"A",1056.4,0.0044690201005017,2.42573579739904,"post","post"
"USGS-06713500","NO3_NO2",2013-09-09,177.142857142857,"2013-09-09",6.49,"A",1056.4,0.0044690201005017,2.46406570841889,"post","post"
"USGS-06713500","NO3_NO2",2013-09-16,89.2857142857143,"2013-09-16",29.8,"A",1056.4,0.0044690201005017,2.48323066392882,"post","post"
"USGS-06713500","NO3_NO2",2013-09-23,37.8571428571429,"2013-09-23",346,"A",1056.4,0.0044690201005017,2.50239561943874,"post","post"
"USGS-06713500","NO3_NO2",2013-10-30,108.571428571429,"2013-10-30",19.2,"A",1056.4,0.0044690201005017,2.60369609856263,"post","post"
"USGS-06713500","NO3_NO2",2013-11-20,100.714285714286,"2013-11-20",16.4,"A",1056.4,0.0044690201005017,2.6611909650924,"post","post"
"USGS-06713500","NO3_NO2",2013-12-16,152.857142857143,"2013-12-16",12.9,"A",1056.4,0.0044690201005017,2.73237508555784,"post","post"
"USGS-06713500","NO3_NO2",2014-01-15,118.571428571429,"2014-01-15",17.1,"A",1056.4,0.0044690201005017,2.8145106091718,"post","post"
"USGS-06713500","NO3_NO2",2014-02-20,68.5714285714286,"2014-02-20",34.5,"A",1056.4,0.0044690201005017,2.91307323750856,"post","post"
"USGS-06713500","NO3_NO2",2014-03-17,49.8571428571429,"2014-03-17",38.9,"A",1056.4,0.0044690201005017,2.98151950718686,"post","post"
"USGS-06714000","NO3_NO2",1999-06-10,74.2857142857143,"1999-06-10",1930,"A",9991.1,0.0523746440501266,-2.99520876112252,"pre","pre"
"USGS-06714000","NO3_NO2",1999-06-11,73.5714285714286,"1999-06-11",1630,"A",9991.1,0.0523746440501266,-2.99247091033539,"pre","pre"
"USGS-06714000","NO3_NO2",1999-07-06,84.2857142857143,"1999-07-06",664,"A",9991.1,0.0523746440501266,-2.92402464065708,"pre","pre"
"USGS-06714000","NO3_NO2",1999-07-08,115.714285714286,"1999-07-08",738,"A",9991.1,0.0523746440501266,-2.91854893908282,"pre","pre"
"USGS-06714000","NO3_NO2",1999-07-18,103.571428571429,"1999-07-18",708,"A",9991.1,0.0523746440501266,-2.8911704312115,"pre","pre"
"USGS-06714000","NO3_NO2",1999-08-03,176.428571428571,"1999-08-03",305,"A",9991.1,0.0523746440501266,-2.84736481861739,"pre","pre"
"USGS-06714000","NO3_NO2",1999-09-07,279.285714285714,"1999-09-07",206,"A",9991.1,0.0523746440501266,-2.75154004106776,"pre","pre"
"USGS-06714000","NO3_NO2",1999-09-19,152.142857142857,"1999-09-19",359,"A",9991.1,0.0523746440501266,-2.71868583162218,"pre","pre"
"USGS-06714000","NO3_NO2",1999-09-20,127.142857142857,"1999-09-20",376,"A",9991.1,0.0523746440501266,-2.71594798083504,"pre","pre"
"USGS-06714000","NO3_NO2",1999-10-05,185.714285714286,"1999-10-05",256,"A",9991.1,0.0523746440501266,-2.67488021902806,"pre","pre"
"USGS-06714000","NO3_NO2",1999-10-16,191.428571428571,"1999-10-16",356,"A",9991.1,0.0523746440501266,-2.64476386036961,"pre","pre"
"USGS-06714000","NO3_NO2",1999-10-17,191.428571428571,"1999-10-17",325,"A",9991.1,0.0523746440501266,-2.64202600958248,"pre","pre"
"USGS-06714000","NO3_NO2",1999-11-01,424.285714285714,"1999-11-01",152,"A",9991.1,0.0523746440501266,-2.6009582477755,"pre","pre"
"USGS-06714000","NO3_NO2",1999-12-07,319.285714285714,"1999-12-07",211,"A",9991.1,0.0523746440501266,-2.50239561943874,"pre","pre"
"USGS-06714000","NO3_NO2",2000-01-03,217.857142857143,"2000-01-03",217,"A",9991.1,0.0523746440501266,-2.42847364818617,"pre","pre"
"USGS-06714000","NO3_NO2",2000-02-03,441.428571428571,"2000-02-03",174,"A",9991.1,0.0523746440501266,-2.34360027378508,"pre","pre"
"USGS-06714000","NO3_NO2",2000-03-02,416.428571428571,"2000-03-02",181,"A",9991.1,0.0523746440501266,-2.26694045174538,"pre","pre"
"USGS-06714000","NO3_NO2",2000-03-15,272.857142857143,"2000-03-15",204,"A",9991.1,0.0523746440501266,-2.23134839151266,"pre","pre"
"USGS-06714000","NO3_NO2",2000-03-16,220,"2000-03-16",368,"A",9991.1,0.0523746440501266,-2.22861054072553,"pre","pre"
"USGS-06714000","NO3_NO2",2000-03-17,221.428571428571,"2000-03-17",288,"A",9991.1,0.0523746440501266,-2.2258726899384,"pre","pre"
"USGS-06714000","NO3_NO2",2000-03-30,209.285714285714,"2000-03-30",263,"A",9991.1,0.0523746440501266,-2.19028062970568,"pre","pre"
"USGS-06714000","NO3_NO2",2000-03-31,151.428571428571,"2000-03-31",490,"A",9991.1,0.0523746440501266,-2.18754277891855,"pre","pre"
"USGS-06714000","NO3_NO2",2000-04-01,173.571428571429,"2000-04-01",350,"A",9991.1,0.0523746440501266,-2.18480492813142,"pre","pre"
"USGS-06714000","NO3_NO2",2000-04-05,212.857142857143,"2000-04-05",307,"A",9991.1,0.0523746440501266,-2.17385352498289,"pre","pre"
"USGS-06714000","NO3_NO2",2000-04-30,105,"2000-04-30",943,"A",9991.1,0.0523746440501266,-2.10540725530459,"pre","pre"
"USGS-06714000","NO3_NO2",2000-05-02,80.7142857142857,"2000-05-02",597,"A",9991.1,0.0523746440501266,-2.09993155373032,"pre","pre"
"USGS-06714000","NO3_NO2",2000-05-08,77.8571428571429,"2000-05-08",898,"A",9991.1,0.0523746440501266,-2.08350444900753,"pre","pre"
"USGS-06714000","NO3_NO2",2000-05-09,101.428571428571,"2000-05-09",583,"A",9991.1,0.0523746440501266,-2.0807665982204,"pre","pre"
"USGS-06714000","NO3_NO2",2000-06-05,127.857142857143,"2000-06-05",373,"A",9991.1,0.0523746440501266,-2.00684462696783,"pre","pre"
"USGS-06714000","NO3_NO2",2000-07-05,151.428571428571,"2000-07-05",286,"A",9991.1,0.0523746440501266,-1.92470910335387,"pre","pre"
"USGS-06714000","NO3_NO2",2000-07-17,122.857142857143,"2000-07-17",1880,"A",9991.1,0.0523746440501266,-1.89185489390828,"pre","pre"
"USGS-06714000","NO3_NO2",2000-08-01,270.714285714286,"2000-08-01",172,"A",9991.1,0.0523746440501266,-1.8507871321013,"pre","pre"
"USGS-06714000","NO3_NO2",2000-08-23,378.571428571429,"2000-08-23",154,"A",9991.1,0.0523746440501266,-1.79055441478439,"pre","pre"
"USGS-06714000","NO3_NO2",2000-09-05,347.857142857143,"2000-09-05",150,"A",9991.1,0.0523746440501266,-1.75496235455168,"pre","pre"
"USGS-06714000","NO3_NO2",2000-09-22,465,"2000-09-22",193,"A",9991.1,0.0523746440501266,-1.70841889117043,"pre","pre"
"USGS-06714000","NO3_NO2",2000-10-02,273.571428571429,"2000-10-02",194,"A",9991.1,0.0523746440501266,-1.68104038329911,"pre","pre"
"USGS-06714000","NO3_NO2",2000-11-07,303.571428571429,"2000-11-07",171,"A",9991.1,0.0523746440501266,-1.58247775496235,"pre","pre"
"USGS-06714000","NO3_NO2",2000-12-01,660.714285714286,"2000-12-01",110,"A",9991.1,0.0523746440501266,-1.51676933607118,"pre","pre"
"USGS-06714000","NO3_NO2",2001-01-03,425,"2001-01-03",153,"A",9991.1,0.0523746440501266,-1.42642026009582,"pre","pre"
"USGS-06714000","NO3_NO2",2001-04-11,255.357142857143,"2001-04-11",802,"A",9991.1,0.0523746440501266,-1.15811088295688,"pre","pre"
"USGS-06714000","NO3_NO2",2001-04-12,99.2857142857143,"2001-04-12",499,"A",9991.1,0.0523746440501266,-1.15537303216975,"pre","pre"
"USGS-06714000","NO3_NO2",2001-07-23,90.2380952380952,"2001-07-23",872,"A",9991.1,0.0523746440501266,-0.876112251882272,"pre","pre"
"USGS-06714000","NO3_NO2",2001-07-24,73.9795918367347,"2001-07-24",572,"A",9991.1,0.0523746440501266,-0.87337440109514,"pre","pre"
"USGS-06714000","NO3_NO2",2002-05-12,353.928571428571,"2002-05-12",167,"A",9991.1,0.0523746440501266,-0.0739219712525667,"pre","pre"
"USGS-06714000","NO3_NO2",2002-05-24,225.714285714286,"2002-05-24",851,"A",9991.1,0.0523746440501266,-0.0410677618069815,"pre","pre"
"USGS-06714000","NO3_NO2",2002-05-25,200.714285714286,"2002-05-25",246,"A",9991.1,0.0523746440501266,-0.0383299110198494,"pre","pre"
"USGS-06714000","NO3_NO2",2002-06-04,215.357142857143,"2002-06-04",432,"A",9991.1,0.0523746440501266,-0.0109514031485284,"pre","pre"
"USGS-06714000","NO3_NO2",2002-06-05,168.571428571429,"2002-06-05",163,"A",9991.1,0.0523746440501266,-0.0082135523613963,"pre","pre"
"USGS-06714000","NO3_NO2",2002-08-13,695,"2002-08-13",57,"A",9991.1,0.0523746440501266,0.180698151950719,"pre","post"
"USGS-06714000","NO3_NO2",2002-09-10,382.142857142857,"2002-09-10",161,"A",9991.1,0.0523746440501266,0.257357973990418,"pre","post"
"USGS-06714000","NO3_NO2",2002-09-11,306.071428571429,"2002-09-11",90,"A",9991.1,0.0523746440501266,0.26009582477755,"pre","post"
"USGS-06714000","NO3_NO2",2002-09-19,206.071428571429,"2002-09-19",259,"A",9991.1,0.0523746440501266,0.281998631074606,"pre","post"
"USGS-06714000","NO3_NO2",2003-03-17,299.285714285714,"2003-03-17",208,"A",9991.1,0.0523746440501266,0.772073921971253,"pre","post"
"USGS-06714000","NO3_NO2",2003-03-18,145.714285714286,"2003-03-18",369,"A",9991.1,0.0523746440501266,0.774811772758385,"pre","post"
"USGS-06714000","NO3_NO2",2003-06-07,145.357142857143,"2003-06-07",582,"A",9991.1,0.0523746440501266,0.996577686516085,"pre","post"
"USGS-06714000","NO3_NO2",2003-07-19,153.928571428571,"2003-07-19",523,"A",9991.1,0.0523746440501266,1.11156741957563,"pre","post"
"USGS-06714000","NO3_NO2",2004-04-03,233.214285714286,"2004-04-03",612,"A",9991.1,0.0523746440501266,1.82067077344285,"pre","post"
"USGS-06714000","NO3_NO2",2004-04-22,150.714285714286,"2004-04-22",362,"A",9991.1,0.0523746440501266,1.87268993839836,"pre","post"
"USGS-06714000","NO3_NO2",2004-04-23,102.857142857143,"2004-04-23",763,"A",9991.1,0.0523746440501266,1.87542778918549,"pre","post"
"USGS-06714000","NO3_NO2",2004-04-24,165.714285714286,"2004-04-24",327,"A",9991.1,0.0523746440501266,1.87816563997262,"pre","post"
"USGS-06714000","NO3_NO2",2004-06-09,262.142857142857,"2004-06-09",392,"A",9991.1,0.0523746440501266,2.0041067761807,"pre","post"
"USGS-06714000","NO3_NO2",2004-06-27,155,"2004-06-27",519,"A",9991.1,0.0523746440501266,2.05338809034908,"pre","post"
"USGS-06714000","NO3_NO2",2004-06-28,101.428571428571,"2004-06-28",880,"A",9991.1,0.0523746440501266,2.05612594113621,"pre","post"
"USGS-06714000","NO3_NO2",2004-07-16,170.714285714286,"2004-07-16",363,"A",9991.1,0.0523746440501266,2.10540725530459,"pre","post"
"USGS-06714000","NO3_NO2",2004-07-17,142.857142857143,"2004-07-17",523,"A",9991.1,0.0523746440501266,2.10814510609172,"pre","post"
"USGS-06714000","NO3_NO2",2004-08-11,116.428571428571,"2004-08-11",520,"A",9991.1,0.0523746440501266,2.17659137577002,"pre","post"
"USGS-06714000","NO3_NO2",2004-08-18,75.7142857142857,"2004-08-18",1500,"A",9991.1,0.0523746440501266,2.19575633127995,"pre","post"
"USGS-06714000","NO3_NO2",2004-08-19,42.5,"2004-08-19",1890,"A",9991.1,0.0523746440501266,2.19849418206708,"pre","post"
"USGS-06714000","NO3_NO2",2005-04-11,72.8571428571429,"2005-04-11",978,"A",9991.1,0.0523746440501266,2.84188911704312,"pre","post"
