site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,tpc_uM,tpn_uM,tpp_uM,tss_mgperLiter,spec_cond_uSpercm
RG01,2000-10-23T00:00:00,0.6,112,-999,137.7,0.7,-999,-999,-999,-999,-999
AB00,2000-10-23T00:00:00,0.3,92.4,-999,-999,-999,-999,-999,-999,-999,-999
RG01,2000-10-26T00:00:00,0,241.5,-999,300.3,1.5,-999,-999,-999,-999,-999
AB00,2000-10-26T00:00:00,11.9,66.2,-999,103.6,1.7,-999,-999,-999,-999,-999
AB00,2000-10-26T00:00:00,2.1,56.6,19.6,127.9,26.2,-999,-999,-999,-999,-999
MC06,2000-11-04T00:00:00,0.5,0.4,1.1,14.4,2.5,-999,-999,-999,-999,-999
MC00,2000-11-04T00:00:00,0,121.6,2.7,154.7,3.1,-999,-999,-999,-999,-999
AB00,2000-11-12T00:00:00,15,77.1,0.7,125.8,1.6,-999,-999,-999,-999,2067
HO00,2000-11-12T00:00:00,0,0,0.1,22.1,0.8,-999,-999,-999,-999,-999
AB00,2000-11-18T00:00:00,11.9,83.6,1.4,121.7,1.2,-999,-999,-999,-999,2041
RG01,2000-11-18T00:00:00,0.1,204.6,1.3,221,0.3,-999,-999,-999,-999,2643
HO00,2000-11-18T00:00:00,0.4,19.3,1.4,22.3,0.2,-999,-999,-999,-999,1024
AB00,2000-11-29T00:00:00,1.4,76.5,1.6,104.3,1.8,-999,-999,-999,-999,-999
MC00,2000-11-29T00:00:00,0,149.9,2,151.6,1.9,-999,-999,-999,-999,-999
RG01,2000-12-03T00:00:00,0.1,252.9,3.2,267,1.1,-999,-999,-999,-999,-999
HO00,2000-12-03T00:00:00,0,0.1,2.8,18.1,0.8,-999,-999,-999,-999,-999
AB00,2000-12-12T00:00:00,0,168.7,1.7,212.5,1,-999,-999,-999,-999,-999
MC00,2000-12-12T00:00:00,1.5,19.3,2.7,134.3,1.7,-999,-999,-999,-999,-999
AB00,2001-01-01T00:00:00,2.3,71.7,0.5,96.8,0.6,-999,-999,-999,-999,-999
MC00,2001-01-01T00:00:00,0.9,118.9,1.6,138.3,1.4,-999,-999,-999,-999,-999
HO00,2001-01-01T00:00:00,0.4,14.8,0.7,17.9,2,-999,-999,-999,-999,-999
RG01,2001-01-01T00:00:00,1.3,268.9,0.7,316,1.1,-999,-999,-999,-999,-999
RG01,2001-01-08T00:00:00,8.4,393.2,2.7,448.7,1.3,-999,-999,-999,-999,-999
HO00,2001-01-08T00:00:00,9.1,18.3,1.9,-999,-999,-999,-999,-999,-999,-999
MC00,2001-01-08T00:00:00,6.4,104.9,6.4,270.8,15,-999,-999,-999,-999,-999
AB00,2001-01-08T00:00:00,12.6,105.9,11.2,270,16.9,-999,-999,-999,-999,-999
MC00,2001-01-10T00:00:00,19,25.9,6.4,63.1,6.7,-999,-999,-999,-999,-999
AB00,2001-01-10T00:00:00,14.4,34.9,21.9,79.3,15.1,-999,-999,-999,-999,-999
MC00,2001-01-11T00:00:00,2.7,118.6,9.1,185.6,10.6,-999,-999,-999,-999,373
AB00,2001-01-11T00:00:00,4.1,165.7,6.5,246.3,20.9,-999,-999,-999,-999,622
RG01,2001-01-11T00:00:00,0.2,220.2,2.7,301.6,4.2,-999,-999,-999,-999,-999
AB00,2001-01-12T00:00:00,1.6,97.9,18.8,144.7,17.6,-999,-999,-999,-999,-999
AB00,2001-01-13T00:00:00,7.4,131.8,5.5,171.9,2.3,-999,-999,-999,-999,1611
MC00,2001-01-15T00:00:00,63.5,197.2,6.7,284.2,7.9,-999,-999,-999,-999,-999
MC06,2001-01-15T00:00:00,0,12.3,2.3,22.4,1.4,-999,-999,-999,-999,-999
MC00,2001-01-24T05:52:00,2,29.4,4.7,60.4,6.2,-999,-999,-999,-999,192
MC00,2001-01-24T01:57:00,0,71.6,3.7,166.1,8.8,-999,-999,-999,-999,158
MC00,2001-01-24T10:12:00,0.1,41.4,5.5,72.8,6.2,-999,-999,-999,-999,402
AB00,2001-01-24T05:33:00,5.7,33.5,10.4,75.9,16.7,-999,-999,-999,-999,305
AB00,2001-01-24T01:36:00,5.6,76.6,2.2,121,0.6,-999,-999,-999,-999,-999
AB00,2001-01-24T09:54:00,4.7,38.7,9,82.9,12.1,-999,-999,-999,-999,474
AB00,2001-01-26T02:06:00,9.7,65.6,2.9,80.1,3.5,-999,-999,-999,-999,1864
AB00,2001-01-26T03:00:00,0,46.8,6.1,84.2,18.5,-999,-999,-999,-999,549
AB00,2001-01-26T04:05:00,4.7,22.4,18.8,58.5,17.9,-999,-999,-999,-999,255
AB00,2001-01-26T05:00:00,5.4,30.3,15.3,74.7,18.5,-999,-999,-999,-999,334
AB00,2001-01-26T07:10:00,4.7,37.9,9.9,92.4,14.4,-999,-999,-999,-999,454
RG01,2001-01-30T00:00:00,0.8,220.6,0.7,246.4,2.3,-999,-999,-999,-999,-999
HO00,2001-01-30T00:00:00,0,1,0,5.6,2.1,-999,-999,-999,-999,-999
AB00,2001-02-04T13:45:00,16.4,105.8,2,154.1,2.3,-999,-999,-999,-999,2505
MC00,2001-02-04T13:10:00,0,133,2.7,151.5,5.3,-999,-999,-999,-999,-999
RG01,2001-02-09T13:10:00,0.2,203.9,2.6,243.1,2,-999,-999,-999,-999,1772
RG01,2001-02-09T17:20:00,0.1,201.2,2.6,253.8,2.3,-999,-999,-999,-999,-999
MC00,2001-02-11T08:35:00,5.5,46.3,5.3,86.6,2.8,-999,-999,-999,-999,-999
AB00,2001-02-11T08:10:00,5,45.9,8.5,85,5.3,-999,-999,-999,-999,-999
RG01,2001-02-11T10:50:00,0,201.8,2.4,215.6,1.6,-999,-999,-999,-999,-999
RG01,2001-02-11T13:20:00,0.5,182.1,2.5,196.1,2.3,114.6,12.8,1.3,-999,-999
RG01,2001-02-11T15:45:00,0,182.6,3.3,190.9,6.1,748.7,69,43.1,-999,1046
RG01,2001-02-11T17:10:00,24,103,7.4,123.5,5.1,2200.5,237.3,54.6,-999,-999
RG01,2001-02-11T18:40:00,5.5,76.6,5.2,-999,-999,1121.2,116.8,19.2,-999,-999
AB00,2001-02-09T21:30:00,0,26.8,2.4,147.9,7.1,-999,-999,-999,-999,-999
RG01,2001-02-09T22:40:00,1.6,166.8,2.1,209.4,-0.5,-999,-999,-999,-999,-999
AB00,2001-02-10T09:20:00,5.1,43.8,5.3,82.3,2.9,396.4,36.6,19,-999,-999
MC00,2001-02-10T09:30:00,0,37,3.5,80.2,3.5,382.2,21.1,2.2,-999,-999
AB00,2001-02-10T07:50:00,5.4,41.2,5.8,87.5,3.4,-999,-999,-999,-999,-999
AB00,2001-02-11T20:45:00,3.3,66.2,12,110.1,6.2,-999,-999,-999,-999,-999
MC00,2001-02-13T04:40:00,0.5,42.2,12.1,87.1,9.8,873.6,70.9,17,-999,-999
MC00,2001-02-13T10:45:00,2,34.9,5.3,61.8,4.3,666.7,40,5.3,-999,-999
MC00,2001-02-13T15:20:00,0.3,69.7,8.9,118.5,11.5,220.2,13,2,-999,-999
AB00,2001-02-13T04:20:00,1.5,36.6,29.6,76.6,8.2,3638.4,418.4,356.8,-999,-999
AB00,2001-02-13T10:25:00,0.8,53.3,21.6,90,4.6,3627.1,420.1,363.6,-999,-999
AB00,2001-02-13T15:45:00,2.1,98.7,11.2,172.3,9.4,1160,146.8,117.7,-999,-999
AB00,2001-02-14T00:00:00,4.2,99.7,3.7,131.3,3.2,-999,-999,-999,-999,-999
AB00,2001-02-17T21:40:00,7.9,62,2.4,87.2,2,89.3,6.6,5.9,-999,1567
RG01,2001-02-17T20:30:00,0,105.8,1.2,117.1,1.9,-999,-999,-999,-999,-999
MC00,2001-02-18T10:45:00,0,57.1,2,78.4,2.4,197.9,11,0.7,-999,819
AB00,2001-02-18T10:10:00,5.9,67.5,2.6,97.3,3.5,101.6,14.8,11.7,-999,1509
MC00,2001-02-19T08:25:00,1.5,35.8,1.9,49.3,1.9,80,9.3,0.2,-999,904
MC00,2001-02-19T09:30:00,2,28.3,2.3,46,2.5,215.9,17.5,0.9,-999,820
MC00,2001-02-19T10:20:00,9.6,57.7,4.1,92.5,4,473.6,33.4,2.7,-999,651
MC00,2001-02-19T11:15:00,8.9,37.2,3.9,69.1,2.7,707.2,45.8,5.1,-999,293
MC00,2001-02-19T12:00:00,8.7,26.9,3.4,52.8,3,686.7,39,4.3,-999,149
AB00,2001-02-19T08:00:00,8.6,63.5,2.2,85,1.9,77.8,9.5,7.7,-999,1597
AB00,2001-02-19T09:05:00,6.2,61.3,2.4,82.2,2,117.9,12.7,10.8,-999,1530
AB00,2001-02-19T10:00:00,5.3,55.9,2.7,98.9,3.4,1485.1,140.3,131.6,1927.8,1186
AB00,2001-02-19T10:45:00,7.1,52.6,3.5,74.2,2.5,2059.9,238.5,242.6,-999,811
AB00,2001-02-19T11:30:00,8.2,45.3,12.5,105.2,3.8,3704.4,392.9,346.2,1848.3,423
AB00,2001-02-19T12:20:00,7.1,41.4,16.5,68.2,3.1,3006.2,329.8,288,1803.5,379
MC00,2001-02-19T14:20:00,1.7,23.9,4.5,48.2,4.5,414.8,27.8,4.3,-999,258
MC00,2001-02-19T18:15:00,0,29.4,5.1,60.4,5.1,120.2,10.5,1.5,-999,669
AB00,2001-02-19T14:00:00,4.8,30.1,13.3,71.9,14.7,2670.7,245.6,219,1822.9,346
AB00,2001-02-19T18:40:00,3.8,55.2,9.3,92.5,9.1,496,54.8,43.1,-999,773
RG01,2001-02-19T00:00:00,1.3,56.3,3.4,-999,-999,403.1,37,8.9,-999,-999
AB00,2001-02-23T06:35:00,8.2,45.6,1.8,71.1,2.5,286.5,21.4,9.4,-999,1375
AB00,2001-02-23T07:15:00,5.4,39.6,1.9,63.6,2.8,1176.3,106.3,92.2,-999,1025
AB00,2001-02-23T07:30:00,0.7,62.5,2.4,94,3.2,2787.6,345.3,229.7,-999,1187
AB00,2001-02-23T07:50:00,0.6,39.7,2.6,62.6,2.8,3207.4,380.7,259.3,-999,960
AB00,2001-02-23T08:20:00,0.9,39.6,2.2,67.5,2.6,1305.7,170,117.9,-999,930
AB00,2001-02-23T10:00:00,4.5,39.2,3.1,68.8,3,991,109.8,37.1,-999,1090
RG01,2001-02-24T12:15:00,0.1,138,2.7,162.7,2.8,441.8,54.9,9.9,-999,-999
MC00,2001-02-24T09:15:00,3.9,29.5,1.3,54.8,2.9,-999,-999,-999,-999,837
AB00,2001-02-24T09:00:00,14.4,49.1,1.6,75.7,2.8,91.2,9.8,2.2,-999,1490
AB00,2001-02-24T14:15:00,4.8,28.1,17.4,64.6,4.3,2648.9,319.1,261.2,-999,387
AB00,2001-02-24T15:50:00,5.1,27.8,17.1,63.9,5.6,1202.8,127.6,115.9,-999,422
AB00,2001-02-24T18:00:00,5.2,40.4,13.5,94.7,5.2,1695.2,198.5,170.5,-999,495
AB00,2001-02-24T19:00:00,3.3,37.5,15.8,75.1,4.4,1169.7,125.9,84.6,-999,598
AB00,2001-02-24T20:00:00,4.4,32.1,14.7,79.6,7,1327.4,117,85,-999,496
AB00,2001-02-24T21:00:00,3.8,37.4,15.7,84,6.6,971.4,109.9,89.8,-999,576
MC00,2001-02-24T14:35:00,0.9,15.9,3.7,35,3.3,4005.8,257.1,1.8,-999,238
MC00,2001-02-24T18:25:00,0.7,21.5,4,48.4,4.7,341.2,23.9,1.5,-999,332
MC00,2001-02-25T07:50:00,0.2,33.5,3.9,61.6,5.3,-999,-999,-999,-999,775
AB00,2001-02-25T07:30:00,5.7,66.2,5.3,112.8,5.4,445.2,63.8,10.7,-999,1295
RG01,2001-02-25T14:50:00,0.3,98.6,1,122.9,2.5,-999,-999,-999,-999,-999
RG01,2001-02-24T17:00:00,8.6,100,3.9,159.8,5.6,909.3,88.5,5.8,-999,-999
RG01,2001-03-03T16:30:00,0.1,109.2,0.3,126.1,-0.1,-999,-999,-999,-999,1125
MC00,2001-03-03T19:30:00,0.9,42,1,60.8,1.6,-999,-999,-999,-999,1001
AB00,2001-03-03T19:00:00,7.7,62.3,1.4,94.9,0.4,226.3,43.9,13.3,-999,1693
AB00,2001-02-26T05:05:00,0.3,42.2,13,75.1,14.6,3542.6,552.7,298.5,-999,466
MC00,2001-03-04T10:40:00,4.8,45.7,2.5,70.1,3.7,382.4,22.8,1.4,-999,820
MC00,2001-03-04T12:10:00,7.7,30.5,3.3,64.3,5.1,1712.9,91.8,6.2,-999,290
MC00,2001-03-04T13:15:00,6.7,22.6,3.1,47.1,4.1,994.3,57.6,3.8,-999,158
AB00,2001-03-04T10:20:00,5.8,80.2,2.1,115.7,4.4,228.2,16.2,9.6,-999,1685
AB00,2001-03-04T11:55:00,4.4,64.8,2.4,94.9,4.4,4502.5,528.6,518.6,1962.7,1031
AB00,2001-03-04T12:55:00,6.3,41.7,11.2,64,3.8,5311.7,520,713.2,3338.5,489
MC00,2001-03-04T19:10:00,4.8,28.5,9.4,71.2,9.3,1801.4,125.1,22.2,-999,205
MC00,2001-03-04T21:40:00,2.9,38.8,12.9,91.3,11,5510.9,350.8,57,1876.5,174
MC00,2001-03-05T00:10:00,2.2,54.3,8.1,99.8,10.1,6664.9,440.8,75.4,3911.8,177
MC00,2001-03-05T07:40:00,1.6,58.7,6.7,93.8,8.4,2086.8,98.9,15.4,-999,203
AB00,2001-03-04T18:50:00,4.6,36,18.7,65.6,4.9,7380.3,683.7,781.3,3971.7,322
AB00,2001-03-04T21:20:00,3.1,47,17.2,82.4,7.4,12955,1160.5,860.8,5186.5,303
AB00,2001-03-04T22:05:00,2.7,50.2,22.1,84.3,7.7,-999,-999,-999,8822.9,314
AB00,2001-03-04T23:50:00,3.1,68.1,18.9,113.4,8.1,21507.1,1871,1056.8,12122.6,297
AB00,2001-03-05T07:15:00,2,76.7,11.5,112.5,7,8045.8,838.4,571.7,7327.8,328
MC00,2001-03-06T13:25:00,0,69.3,1.9,87.6,5.8,336.2,20.9,-0.4,-999,-999
AB00,2001-03-06T13:45:00,1.7,111.3,4.3,138.8,5.9,2521.2,269.7,119.5,5128.3,-999
MC00,2001-03-05T10:15:00,0.3,52.9,7.7,81.2,8.5,-999,-999,-999,-999,197
MC00,2001-03-05T14:00:00,0.5,58.3,7.8,84.8,8.8,600.2,54.6,4.7,-999,195
MC00,2001-03-05T19:10:00,0.7,53,6,82,7.6,817.5,58.1,6.3,-999,141
AB00,2001-03-05T10:00:00,1.2,69.8,18.2,106.2,18.3,5467.7,528.6,474.2,5087.5,330
AB00,2001-03-05T13:45:00,0.8,81.1,16.4,115.9,16.2,5689.5,634.3,408.1,3827.5,389
AB00,2001-03-05T18:50:00,1.6,85.6,13.8,117,13.8,5084.1,528.6,293.9,3510,403
MC00,2001-03-06T07:45:00,0,57,4.3,77.4,5.2,479.8,30,2.5,-999,232
MC00,2001-03-06T02:10:00,0.4,39.1,7.6,64.3,6.6,739.3,52.9,12.5,-999,158
AB00,2001-03-06T01:45:00,1.4,49.5,18.5,79.1,17.9,5941.5,634.3,549.3,4500,314
AB00,2001-03-06T02:25:00,1.1,52,19.7,76.5,19.1,-999,-999,-999,4606.4,305
AB00,2001-03-06T07:30:00,0.9,86.7,10.4,121.1,10.4,4038.7,431.6,229.2,3297.9,442
RG01,2001-03-06T17:55:00,0.1,119.5,2.1,149.5,3.6,1294.4,81.1,30.3,-999,-999
MC00,2001-03-06T19:15:00,0.1,64.3,2.5,91.1,4,370.3,21.1,0.2,-999,321
AB00,2001-03-06T18:45:00,1,100.9,2.1,136.8,3.3,3559.9,246.8,118.8,1445.3,724
AB00,2001-03-07T08:25:00,0.1,117.6,1.4,143.5,2.5,3989.3,255.5,-999,1105.7,950
MC00,2001-03-07T08:50:00,0.2,66.1,1.9,85.1,3.4,186.8,11.2,-0.1,-999,421
RG01,2001-03-07T14:45:00,0,149.3,1.1,168,2.8,1666.4,95.3,15.8,-999,-999
MC00,2001-03-08T14:25:00,1.8,120.5,1.2,133.8,2.6,876.2,73.1,43.5,-999,1232
AB00,2001-03-08T14:10:00,0.1,73.4,1.6,83.6,3.1,106.4,6.8,0.5,-999,783
AB00,2001-03-12T15:25:00,4.6,129.8,0.8,-999,-999,-999,-999,-999,-999,1398
AB00,2001-03-10T13:00:00,2.4,132.3,1,141.3,3.5,-999,-999,-999,-999,1385
MC00,2001-03-10T13:40:00,0,66.2,1.2,78,3.3,-999,-999,-999,-999,731
MC00,2001-03-12T15:50:00,0.2,59.3,1.1,-999,-999,-999,-999,-999,-999,797
MC06,2001-03-10T14:40:00,0.1,30.1,0.6,36.1,2.4,-999,-999,-999,-999,484
HO00,2001-03-18T00:00:00,0,22.6,0.3,28.2,2.8,16.6,1.1,-999,-999,-999
RG01,2001-03-18T00:00:00,0,252.5,0.6,278.6,3,51.9,2,0.1,-999,-999
MC00,2001-03-17T14:55:00,0.6,41.4,0.3,54.7,3,-999,-999,-999,-999,974
AB00,2001-03-17T14:10:00,6.9,103.7,0.4,166.1,3.1,-999,-999,-999,-999,1767
RG01,2001-04-09T00:00:00,0.2,231.2,0.2,253.8,1.5,21.7,2.4,-999,-999,-999
HO00,2001-04-09T00:00:00,0,7.9,0.2,8.8,1.9,10,0.8,-999,-999,-999
HO00,2001-04-15T00:00:00,2.2,10.7,1.8,16.1,1.4,11.2,1.1,-999,-999,-999
RG01,2001-04-15T00:00:00,0.4,262.2,1.3,295.6,1.3,24.7,3.5,-999,-999,-999
MC00,2001-04-21T08:20:00,0,27.1,2,48.1,2.2,-999,-999,-999,-999,677
AB00,2001-04-21T07:30:00,0.1,70,2.8,97.8,3.6,-999,-999,-999,-999,1216
RS02,2001-04-21T10:05:00,0,0.4,0.7,-0.4,1.8,-999,-999,-999,-999,619
MC06,2001-04-21T10:35:00,0,1.4,0.8,9.7,3,-999,-999,-999,-999,758
RG01,2001-04-29T00:00:00,0.3,250.1,1,277.9,1.4,18.9,2.4,-999,-999,-999
HO00,2001-04-29T00:00:00,0.3,13.1,1.1,16.7,2,17.9,1.8,-999,-999,-999
AB00,2001-05-08T16:20:00,7.3,109.5,1.8,139.3,4.3,-999,-999,-999,-999,-999
MC00,2001-05-08T16:00:00,1.4,93.1,1.7,129.5,5,-999,-999,-999,-999,-999
HO00,2001-05-13T00:00:00,1.2,14.2,1.9,20.4,5.1,7.6,0.8,-999,-999,-999
RG01,2001-05-13T00:00:00,0.6,241.6,1.8,304,4.6,17.6,2.4,-999,-999,-999
MC00,2001-05-19T16:30:00,1.7,132.8,1.8,192.7,6,-999,-999,-999,-999,-999
AB00,2001-05-19T16:55:00,6.4,107.7,2.1,140.6,4.8,-999,-999,-999,-999,-999
HO00,2001-04-02T00:00:00,1.2,13.1,1.4,18,2.1,5.5,0.4,-999,-999,-999
RG01,2001-04-02T00:00:00,0.9,283.7,1.4,288.8,2.1,-999,-999,-999,-999,-999
AB00,2001-06-10T15:55:00,5.3,136.8,0.8,185.9,94.6,-999,-999,-999,-999,-999
MC00,2001-06-10T15:30:00,1.8,91.1,1.1,125,1.3,-999,-999,-999,-999,-999
MC00,2001-06-24T19:40:00,2.1,82.5,3.3,108.3,1.3,27.5,3.2,0.3,-999,-999
AB00,2001-06-24T20:15:00,4.7,116,3,161.5,1.2,25.7,3.4,0.1,-999,-999
HO00,2001-06-24T00:00:00,1.6,26.7,0.6,33,0.9,-999,-999,-999,-999,-999
RG01,2001-06-24T00:00:00,1.1,219.6,0.6,229.8,1.2,-999,-999,-999,-999,-999
AB00,2001-07-14T18:40:00,5.7,128.3,2.7,166.7,0.6,25.6,3,0.5,-999,-999
MC00,2001-07-14T18:00:00,2.9,88.8,3.3,109.8,0.9,10.8,1.3,-999,-999,-999
HO00,2001-07-19T11:00:00,0,27.9,0.9,-999,-999,12.6,1,-999,-999,-999
RG01,2001-07-19T11:30:00,0.9,255.2,1.4,-999,-999,25.5,3.6,-999,-999,-999
AB00,2001-07-28T15:50:00,3.8,101.3,2.1,128.9,0.8,16.7,2.3,-999,-999,-999
MC00,2001-07-28T14:50:00,2.7,129.8,3.1,160.2,1.8,11.6,1.4,-999,-999,-999
HO00,2001-08-01T09:30:00,0.2,24.2,1.6,29.3,0.7,-999,-999,-999,-999,-999
RG01,2001-08-01T09:40:00,0,229,2.2,256.8,3.9,-999,-999,-999,-999,-999
MC00,2001-08-12T15:30:00,4.5,89.4,3.7,123.8,3.3,-999,-999,0.1,-999,-999
AB00,2001-08-12T16:00:00,3.7,109.5,2.1,144.8,1.8,-999,-999,0.6,-999,-999
RG01,2001-08-27T00:00:00,2.9,210,3.1,224.5,2.4,-999,-999,-999,-999,-999
HO00,2001-08-27T00:00:00,0.8,37,2.4,31.7,2,-999,-999,-999,-999,-999
RG01,2001-09-23T17:20:00,-999,184,1.8,-999,-999,12.8,1.9,-999,-999,-999
AB00,2001-09-23T08:40:00,-999,113.8,1.3,-999,-999,-999,-999,-999,-999,-999
MC06,2001-09-23T10:00:00,-999,9.4,2.5,-999,-999,-999,-999,-999,-999,-999
MC00,2001-09-23T09:20:00,-999,106.4,2.9,-999,-999,-999,-999,-999,-999,-999
MC00,2001-10-14T17:10:00,2.2,110.3,4.8,123.4,8.2,8.9,1.2,-999,-999,-999
AB00,2001-10-14T17:30:00,2.7,129.9,2.1,153.4,5.2,21.5,3.1,0.8,-999,-999
AB00,2001-10-30T06:30:00,7.3,121.1,5.2,149.2,7.3,40.4,5.4,1.6,-999,-999
AB00,2001-10-30T10:00:00,10.9,188.5,13,307.5,18,542.1,40.6,5.1,-999,-999
AB00,2001-10-30T12:30:00,0.6,295.2,8.5,416.4,13.2,2873.6,326.4,216.3,-999,-999
AB00,2001-10-30T14:40:00,24.1,235.7,12.5,447.7,22.3,1293.2,118.1,44.3,-999,-999
AB00,2001-10-29T18:00:00,1.4,110.3,5.5,134.5,7.8,26.2,3.7,1.2,-999,-999
AB00,2001-10-30T17:00:00,0,187,10.7,362.3,18.5,1814.2,189.1,89.7,-999,-999
AB00,2001-10-31T08:10:00,25.8,125.2,7.9,223,7.7,192.8,25.1,4.8,-999,-999
MC06,2001-10-29T16:35:00,0,12.4,7.1,14.1,7.7,17.5,1.7,0.1,-999,-999
MC06,2001-10-30T06:50:00,0,18.4,6.7,33.2,8.4,39.9,3.9,0.2,-999,-999
MC06,2001-10-30T08:40:00,0,16.9,6.5,29.5,7.2,14.1,1.5,-999,-999,-999
MC06,2001-10-30T10:58:00,0.1,85.2,12,149.5,12.5,990.5,78.8,8.5,-999,-999
MC06,2001-10-30T11:55:00,0,61.6,9.7,116,12.3,320,27.3,2.4,-999,-999
MC06,2001-10-30T13:10:00,0,58.9,9.3,106.8,11.1,212.3,20.5,1.5,-999,-999
MC06,2001-10-30T14:30:00,0.2,41.4,9.8,74,9.7,216,20,1.2,-999,-999
MC06,2001-10-30T16:00:00,0,47.5,9.6,78.8,8.8,219.5,18.1,15.2,-999,-999
MC06,2001-10-30T17:00:00,0.7,36.1,8.1,64.4,10.9,110.4,9.5,6.3,-999,-999
MC06,2001-10-30T20:45:00,0.2,29.7,7.8,50.5,9.4,47.1,4.4,2.6,-999,-999
MC06,2001-10-31T00:35:00,0,29.1,8,52.1,8.6,31.3,3.2,-999,-999,-999
MC06,2001-10-31T06:17:00,0,24.1,7.2,39.9,8.5,17.4,2.1,-999,-999,-999
MC06,2001-10-31T16:45:00,0.1,13.7,6.7,25.1,7.6,9.3,1.1,-999,-999,-999
AB00,2001-11-01T13:00:00,25.1,95.9,6.3,170.4,8.4,44.7,5.7,2.2,-999,-999
MC00,2001-10-29T17:30:00,0,158,7.1,158.6,8.2,347.5,45.3,2.8,-999,-999
MC00,2001-10-30T05:50:00,5.3,126.5,7.8,140.8,8.2,47.5,4.9,0.3,-999,-999
MC00,2001-10-30T09:30:00,52.2,209.7,9.2,335.1,10.3,1117,86,6.8,-999,-999
MC00,2001-10-30T09:45:00,13.5,154,6.5,308.2,8.8,7696.9,504.3,33.8,-999,-999
MC00,2001-10-30T10:55:00,71.6,70.6,12.2,438.2,19,8312.9,682.2,46.5,-999,-999
MC00,2001-10-30T11:55:00,38.8,204.2,21.1,429.9,27.2,3438.1,269.6,38.7,-999,-999
MC00,2001-10-30T12:55:00,37.7,174.4,20.7,393.7,26.7,2054.8,192.9,10.4,-999,-999
MC00,2001-10-30T14:25:00,40.6,197.3,20.1,402.9,24.8,1520.6,143,8.8,-999,-999
MC00,2001-10-30T16:30:00,28.2,137.9,18.9,297.1,22.3,1533.5,127.1,7.9,-999,-999
MC00,2001-10-30T19:05:00,30.3,157,20.3,322.3,24.2,1035.8,112.9,5.5,-999,-999
MC00,2001-10-31T00:05:00,28.3,161.8,18.6,309.8,20.9,822,85.5,3.6,-999,-999
MC00,2001-10-31T05:15:00,25,154,17.4,287.1,17.8,430.5,53.4,3,-999,-999
MC00,2001-11-01T07:15:00,14.1,129.9,15.5,232.5,17,143.3,16.4,1,-999,-999
MC00,2001-10-31T13:30:00,17.6,147,15.4,257.6,14.5,327.5,42.7,2.5,-999,-999
AB00,2001-11-10T10:30:00,8.9,123.3,9.2,158.8,7.3,41.6,4.8,0.2,-999,-999
AB00,2001-11-11T09:10:00,21.5,87.7,16.2,171,22.8,1367.8,130,2.2,-999,-999
AB00,2001-11-11T13:30:00,23.2,67.7,14,146.4,14.9,343.1,33.4,0.2,-999,-999
AB00,2001-11-12T09:15:00,21.5,87,10.4,136.8,5.6,72.4,8.9,3.7,-999,-999
MC00,2001-11-12T14:55:00,7.8,32.1,7.1,77,5.9,17538.4,993.2,38.4,-999,-999
MC00,2001-11-12T16:30:00,7.8,42.7,9.9,86.2,9.4,3130.5,177.2,14.1,-999,-999
MC00,2001-11-12T17:45:00,5.9,59.3,14.2,114.4,15.4,1911.6,145.3,32.3,-999,-999
MC00,2001-11-12T20:20:00,0.1,78.2,12.5,134.8,11.2,1023.8,93,7.3,-999,-999
MC00,2001-11-12T23:50:00,0,84,12.2,134.9,9.9,399.3,37.8,3.3,-999,-999
MC06,2001-11-12T14:20:00,0.4,8.5,9.2,16.7,4.2,191,18.1,0.8,-999,-999
MC06,2001-11-12T14:35:00,0.1,37,9.8,76.2,7.2,7710.4,525.5,47,-999,-999
MC06,2001-11-12T15:40:00,0.3,54.2,10.7,101.3,9.7,5892.1,411.1,32.3,-999,-999
MC06,2001-11-12T17:25:00,0.1,60.4,11.4,104.7,9.9,1974.5,145.3,10.3,-999,-999
MC06,2001-11-12T20:00:00,0.7,58.1,10.4,122.5,6.2,1769.8,145.8,9.6,-999,-999
MC06,2001-11-12T23:30:00,0.1,44,9.3,74.4,4.5,281.6,30.8,1.9,-999,-999
MC00,2001-11-13T08:32:00,0,90,10.9,154.2,6.3,129.6,13.8,1.5,-999,-999
MC06,2001-11-13T08:10:00,0,19.8,8.8,33.2,4.9,29.2,2.8,0.2,-999,-999
AB00,2001-11-13T05:25:00,12.8,96.5,12.6,219.3,9.3,323.6,37.5,13.3,-999,-999
AB00,2001-11-12T13:50:00,21.3,85.3,9.6,178.3,6.4,142,13.6,6.8,-999,-999
AB00,2001-11-12T14:30:00,13.2,73.2,9.3,184.8,8.4,630.7,56.3,27.2,-999,-999
AB00,2001-11-12T15:00:00,9.2,41.1,24.6,190.7,55.5,-999,-999,824.5,-999,-999
AB00,2001-11-12T16:00:00,7.3,34.5,28.8,97.1,39.3,9891.2,818,614.2,-999,-999
AB00,2001-11-12T16:10:00,8.4,35.8,28.6,110.1,42.7,9369.3,807.5,561.8,-999,-999
AB00,2001-11-12T17:00:00,6.1,46.9,26.1,112.4,35.4,6580.1,611.3,389.3,-999,-999
AB00,2001-11-12T17:50:00,7.2,52.2,24.5,150.7,40,3884.4,348.7,305.3,-999,-999
AB00,2001-11-12T19:30:00,7.9,59.7,16.6,104.6,15.5,2178.3,212.1,129.8,-999,-999
