day,DO.obs,SpCond,turbidity,turbidity.capped,pH,tempwater
2010-10-21,7.8146875,396.8811203458333,281.59186046511627,281.59186046511627,8.438541666666667,16.420520833333335
2010-10-22,8.256875,446.51918647916665,796.6373626373627,796.6373626373627,8.405833333333334,14.283229166666667
2010-10-23,9.1003125,458.11558594583335,991.8587365591397,991.8587365591397,8.556145833333334,12.265520833333333
2010-10-24,8.927083333333334,408.06615207916667,813.8324127906977,813.8324127906977,8.586041666666667,13.436354166666666
2010-10-25,8.776477272727274,396.0431238443182,376.88,376.88,8.612226658488636,12.524204545454545
2010-10-26,8.955416666666666,394.86769372708335,293.761797752809,293.761797752809,8.558302364854166,10.0696875
2010-10-27,8.932604166666666,395.6453532,203.69479166666667,203.69479166666667,8.54590371621875,10.4490625
2010-10-28,9.323854166666667,397.95426269375,175.05833333333334,175.05833333333334,8.528296734239584,9.735833333333334
2010-10-29,8.882395833333334,398.23192217916665,125.29166666666667,125.29166666666667,8.521939752239584,11.489791666666667
2010-10-30,8.568229166666667,403.08249832708333,136.30520833333333,136.30520833333333,8.5216244369375,12.710833333333333
2010-10-31,8.576666666666666,412.54765781979165,178.73229166666667,178.73229166666667,8.531725788291666,12.789375
2010-11-01,8.803229166666666,417.1169839645833,119.37291666666667,119.37291666666667,8.54766047296875,12.2715625
2010-11-02,9.00375,412.5092267864583,109.10208333333334,109.10208333333334,8.553490991,11.966041666666667
2010-11-03,8.993333333333334,405.66188627708334,133.3,133.3,8.540675675677083,12.320625
2010-11-04,8.892291666666667,402.345795753125,267.81882352941176,267.81882352941176,8.5235895270208335,12.548958333333333
2010-11-05,9.0821875,400.560955246875,196.52173913043478,196.52173913043478,8.525982545052083,11.984895833333333
2010-11-06,9.151145833333333,400.28653139479167,172.95978260869566,172.95978260869566,8.515563063052083,11.982395833333333
2010-11-07,9.198125,407.574607546875,140.09479166666668,140.09479166666668,8.518060247739584,11.921666666666667
2010-11-08,9.317395833333332,412.59185037291667,112.265625,112.265625,8.509411599114584,11.2134375
2010-11-09,9.535104166666667,405.32784318125,425.0725274725275,425.0725274725275,8.487117117114582,9.891041666666666
2010-11-10,10.15375,384.48050267291666,404.90235294117645,404.90235294117645,8.421697635135416,8.17125
2010-11-11,10.4746875,388.3623288260417,182.0139534883721,182.0139534883721,8.444819819833333,7.656354166666667
2010-11-12,10.5809375,394.60873830625,206.909375,206.909375,8.457317004489584,7.6232291666666665
2010-11-13,10.696666666666667,389.1155644666667,175.76067415730336,175.76067415730336,8.434605855854167,7.382291666666667
2010-11-14,10.649583333333334,390.18489061145834,182.2360465116279,182.2360465116279,8.436373873875,7.423958333333333
2010-11-15,10.70896103896104,386.5886078142857,142.56883116883117,142.56883116883117,8.44649875687013,6.594805194805195
2010-11-16,10.567916666666667,392.235333353125,204.49634146341464,204.49634146341464,8.43750386996875,7.166145833333333
2010-11-17,10.503645833333334,395.390284059375,176.30520833333333,176.30520833333333,8.428411600979167,8.047083333333333
2010-11-18,11.0246875,394.55565143125,152.27083333333334,152.27083333333334,8.409631831979167,7.2225
2010-11-19,11.17125,397.606435471875,139.01666666666668,139.01666666666668,8.401789562989583,7.295
2010-11-20,10.861666666666666,395.8759695125,128.35208333333333,128.35208333333333,8.403738960666667,8.5409375
2010-11-21,11.103958333333333,397.22883688229166,119.815,119.815,8.432875858343749,8.185625
2010-11-22,11.503229166666667,398.696287590625,116.58229166666666,116.58229166666666,8.4386794226875,7.531875
2010-11-23,12.179791666666667,401.851238296875,117.153125,117.153125,8.418545487020832,6.3628124999999995
2010-11-24,12.083958333333333,401.131189003125,136.65416666666667,136.65416666666667,8.40851571803125,6.698333333333333
2010-11-25,12.8953125,401.536139709375,118.990625,118.990625,8.437340115708333,5.185208333333334
2010-11-26,13.9109375,404.430673746875,104.05,104.05,8.419497846708333,3.753229166666667
2010-11-27,13.611875,394.49187445520835,78.36145833333333,78.36145833333333,8.412697244385416,4.493645833333333
2010-11-28,13.542083333333334,406.094741828125,73.16354166666666,73.16354166666666,8.414750808729167,4.40625
2010-11-29,14.193125,418.37469253333336,95.93333333333334,95.93333333333334,8.430658539729167,3.4034375
2010-11-30,14.756666666666666,416.00880990625,73.7625,73.7625,8.389691270739583,3.0072916666666667
2010-12-01,14.43125,406.5283439447917,56.494791666666664,56.494791666666664,8.380494835083333,3.86375
2010-12-02,13.740520833333333,409.64162798645833,59.11666666666667,59.11666666666667,8.364735899416667,5.304791666666667
2010-12-03,13.511354166666667,427.942412025,96.00416666666666,96.00416666666666,8.374706130427084,5.7365625
2010-12-04,13.583541666666667,426.1911127302083,93.62395833333333,93.62395833333333,8.372384694770833,5.8409375
2010-12-05,13.20875,426.0752301041667,84.54791666666667,84.54791666666667,8.386104925770834,6.7804166666666665
2010-12-06,13.351770833333333,427.70934747604167,75.96875,75.96875,8.386908490114584,6.46875
2010-12-07,13.427604166666667,425.4788815177083,90.00416666666666,90.00416666666666,8.372191221125,6.27125
2010-12-08,13.93625,416.18591555520834,93.81666666666666,93.81666666666666,8.388723952125,5.369375
2010-12-09,13.925729166666667,416.55961626145836,86.35943895085106,86.35943895085106,8.37952751646875,5.3029166666666665
2010-12-10,13.505625,415.47498363541666,80.11807776614583,80.11807776614583,8.3950185808125,6.103020833333334
2010-12-11,13.301979166666667,418.057017675,78.32291666666667,78.32291666666667,8.42457214515625,6.462916666666667
2010-12-12,13.618020833333333,420.89946838020836,78.221875,78.221875,8.428396542833333,5.862916666666667
2010-12-13,13.507708333333333,418.6794190864583,79.51770833333333,79.51770833333333,8.407741773833333,6.078333333333333
2010-12-14,13.452291666666667,412.30311979270834,195.310989010989,195.310989010989,8.389795338177084,5.6546875
2010-12-15,13.424583333333333,400.8330705,277.9153846153846,277.9153846153846,8.349973902520833,5.3496875
2010-12-16,12.954166666666666,379.5817712052083,299.23054742063493,299.23054742063493,8.351194133520833,5.9089583333333335
2010-12-17,13.7134375,331.94505524375,376.03027961978023,376.03027961978023,8.26522686453125,3.803958333333333
2010-12-18,13.672708333333333,395.339589284375,169.78541666666666,169.78541666666666,8.325717928875,4.648958333333333
2010-12-19,12.72125,404.432039990625,124.334375,124.334375,8.325688159875,6.658229166666667
2010-12-20,12.511458333333334,408.2536573645833,119.27083333333333,119.27083333333333,8.340137557552083,6.7039583333333335
2010-12-21,12.6034375,398.2731914010417,111.92083333333333,111.92083333333333,8.327503621895833,6.232395833333333
2010-12-22,12.250416666666666,394.813558775,111.88444444444444,111.88444444444444,8.3369530195625,6.619166666666667
2010-12-23,11.963229166666666,393.801842815625,95.05523090822916,95.05523090822916,8.329839917239584,6.314479166666667
2010-12-24,11.892291666666667,398.49846018958334,85.0270897834375,85.0270897834375,8.30981014825,6.207395833333333
2010-12-25,11.670625,411.8304942270833,76.1404024765625,76.1404024765625,8.343009545916667,6.1559375
2010-12-26,11.467291666666666,410.9021116,64.7814434984375,64.7814434984375,8.34902144359375,5.817291666666667
2010-12-27,11.344791666666666,405.86956230625,65.13333333333334,65.13333333333334,8.357845841270834,5.266145833333334
2010-12-28,10.838020833333333,403.94117968020834,88.13541666666667,88.13541666666667,8.3613577389375,6.028645833333333
2010-12-29,10.559767441860465,405.01895174418604,69.9267441860465,69.9267441860465,8.351966276593023,4.198139534883721
2010-12-30,10.3478125,419.7395833333333,52.43125,52.43125,8.345744183833334,3.390625
2010-12-31,11.686875,430.53125,48.225,48.225,8.335319174291667,0.4167708333333333
