TREAT_ID,GRIDCODE,WShed_Name,NAME,NAMELABEL,ACRES,TRT_TYPE,MTRL_ACT,INIT_DT,COMP_DT,YEAR,YEARLABEL,FEAT_SRC,GRND_TRTH,NOTES,PERIMETER,SHAPE_Leng,SHAPE_Area,PUBLICDISP,DATAACCESS,UNITCODE,UNITNAME,GROUPCODE,GROUPNAME,REGIONCODE,CREATEDATE,CREATEUSER,EDITDATE,EDITUSER,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,TAREA_sqkm
TR36,"44",Jemez River @ USGS Gage - Canon,South Mountain A,,86.72721211450,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",South Mtn_completed_hand_thin_FY19.shp,Yes,"from J. Quintana, 10/3/19",2.32019295733,3733.99608271000,350972.57534200000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/07/15,J. Quintana,2019/12/26,M Shelley,Unknown,Unknown,2019/10/03,Unknown,0.3509726
TR37,"44",Jemez River @ USGS Gage - Canon,Seco 9,,119.95843329000,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,4709.91552801000,485454.55618100002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,0.4854546
TR38,"44",Jemez River @ USGS Gage - Canon,Seco 9,,302.84906708400,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,6237.84444668000,1225586.69215000002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,1.2255867
TR4,"44",Jemez River @ USGS Gage - Canon,Banco Fuels,Banco Fuels - 57 ac,57.41563944880,Mechanical,Haul Out,1899/12/30,1899/12/30,"2004",2003-2004,VALL_actual_thinning_2000_2016.shp,Yes,,1.64696932858,2650.54550823000,232352.84924899999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.2323528
TR5,"44",Jemez River @ USGS Gage - Canon,MFL North,MFL North - 62 ac,61.73327486310,Mechanical,Haul Out,1899/12/30,1899/12/30,"2007","2007",VALL_actual_thinning_2000_2016.shp,Yes,,2.14576774103,3453.28534598000,249825.69985500001,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.2498257
TR6,"44",Jemez River @ USGS Gage - Canon,MFL South,MFL South - 24 ac,23.70881493170,Mechanical,Haul Out,1899/12/30,1899/12/30,"2007","2007",VALL_actual_thinning_2000_2016.shp,Yes,,1.02675011871,1652.39744784000,95946.16997370000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.0959462
TR7,"44",Jemez River @ USGS Gage - Canon,Redondo Block 2,Redondo Fuels Block 2 - 339 ac,339.34024389100,Hand,Cut and Pile,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,4.31069158462,6937.39951236000,1373261.24536999990,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,1.3732612
TR8,"44",Jemez River @ USGS Gage - Canon,Redondo Block 3 So,Redondo Fuels Block 3 So - 185 ac,184.74591572700,Mechanical,Haul Out,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,3.46281096701,5572.86519862000,747640.19556999998,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.7476402
TR9,"44",Jemez River @ USGS Gage - Canon,Redondo Block 3 No,Redondo Fuels Block 3 No - 12 ac,12.43011371600,Hand,Cut and Pile,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,0.81167404652,1306.26536926000,50302.88552280000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.0503029
TR21,"5",San Luis Creek,Seco 8,Seco 8 - 177 ac,177.38840919600,Hand/Mechanical,Haul Out/Cut and Pile,2017/07/06,2017/07/30,"2017","2017",NFPORS downloaded 6/13/19,No,Identical polys for Seco 8 in NFPORS with different treatments,4.01316730473,6458.57964003000,717865.42301599996,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.0001090
TR25,"5",San Luis Creek,Seco 4,Seco 4 - 300 ac,299.50676973800,Mechanical,Mechanical Scatter,2016/11/18,2017/07/11,"2017","2017",NFPORS downloaded 6/13/19,No,Multiple polygons for Seco 4 (from NFPORS) merged into one,7.70396664224,12398.35728860000,1212060.89467000007,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.7641275
TR31,"5",San Luis Creek,Seco 7,Seco 7 - 47 ac,47.03932108370,Hand/Mechanical,Haul Out/Cut and Pile,2018/03/26,2018/04/09,"2018","2018",NFPORS downloaded 6/13/19,No,"Multiple polygons for Seco 7 (from NFPORS) merged into one; Identical polys in NFPORS with different treatments",3.05776897855,4921.01200104000,190361.37863299999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.1892176
TR38,"5",San Luis Creek,Seco 9,,302.84906708400,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,6237.84444668000,1225586.69215000002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,0.0052258
