site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,tpc_uM,tpn_uM,tpp_uM,tss_mgperLiter,spec_cond_uSpercm
CP00,2004-10-19T19:00:00,35.4,594.2,40.1,632,45.4,1320.3,80.1,11.8,-999,440
CP00,2004-10-19T20:00:00,32.7,547.7,45.3,589.6,48.7,915,60.2,7.7,-999,387
CP00,2004-10-19T21:00:00,23.3,353.2,37.2,427.3,41.9,1636.5,78.6,11.9,-999,321
CP00,2004-10-20T01:00:00,10.2,336.5,36.2,412.3,39,-999,-999,-999,-999,349
CP00,2004-10-19T22:00:00,0.2,154.6,7.6,232.7,10.5,4458.7,304.8,19.1,-999,680
CP00,2004-10-19T23:00:00,0,101.3,4.3,168.6,6.8,2946.5,231.7,13.4,-999,536
CP00,2004-10-20T00:00:00,0.1,82.2,3.2,146.4,5.2,2125.4,165.6,9.5,-999,530
CP00,2004-10-20T03:00:00,0.2,141.6,6.2,206.6,8.2,-999,-999,-999,-999,435
CP00,2004-10-20T05:00:00,0.1,201.9,16.3,266.1,20.1,694.2,61.9,3.8,-999,410
CP00,2004-10-20T07:00:00,0.1,202.8,10.5,273.3,13.8,527.3,51.5,2,-999,512
CP00,2004-10-20T11:00:00,0.2,196.3,11.7,265.2,13.3,319.4,25.7,1.7,-999,553
CP00,2004-10-20T15:00:00,0.2,187.9,8.4,256.2,11.5,220.8,20.7,1,-999,644
CP00,2004-10-20T19:00:00,0.2,139.2,4.9,199.7,7,95.4,7.2,0.3,-999,735
CP00,2004-10-20T23:00:00,0.5,150.6,5.3,204.4,5,-999,-999,-999,-999,838
CP00,2004-10-21T03:00:00,1.2,182.3,4.9,231.1,5.8,51.9,3.6,0.1,-999,921
FK00,2004-10-19T15:00:00,1.5,1196.2,47.9,1261.3,48.9,-999,-999,-999,-999,1003
FK00,2004-10-19T16:00:00,1.1,531.7,15.3,561.8,17.4,-999,-999,-999,-999,724
FK00,2004-10-19T17:00:00,9.7,135.3,27.9,196.5,32.6,-999,-999,-999,-999,583
FK00,2004-10-19T18:00:00,13.9,209.9,44.3,279,49.6,-999,-999,-999,-999,534
FK00,2004-10-19T19:00:00,11.8,215.1,35.1,283.2,39.9,-999,-999,-999,-999,401
FK00,2004-10-19T20:00:00,10.1,227.5,32.3,297.8,36.1,-999,-999,-999,-999,381
FK00,2004-10-19T21:00:00,9.6,288.2,12.7,367.5,153.9,-999,-999,-999,-999,486
FK00,2004-10-19T22:00:00,9.2,350.7,81.8,440.1,84.4,-999,-999,-999,-999,525
FK00,2004-10-19T23:00:00,12.7,474.6,69.6,544.3,74.2,-999,-999,-999,-999,627
FK00,2004-10-20T01:00:00,9.5,669.1,44.3,691.6,49.9,-999,-999,-999,-999,804
FK00,2004-10-20T03:00:00,2.2,287.7,19.6,332,23.6,-999,-999,-999,-999,473
FK00,2004-10-20T05:00:00,5.3,302.9,31.3,369,32.2,-999,-999,-999,-999,419
FK00,2004-10-20T07:00:00,6.7,749.7,31.1,730.9,32.5,-999,-999,-999,-999,895
FK00,2004-10-20T09:00:00,2.8,293.4,35.8,357.1,38.5,-999,-999,-999,-999,424
FK00,2004-10-20T13:00:00,2.1,1175,59.6,1189.4,59.1,-999,-999,-999,-999,1130
FK00,2004-10-20T19:00:00,0,1659.1,27.9,1701.9,29.3,-999,-999,-999,-999,1552
FK00,2004-10-21T01:00:00,1.4,1730,27.2,1783.3,26.1,-999,-999,-999,-999,1695
HO01,2004-10-20T08:41:00,0.2,29.2,2,74.4,2.4,61,4.5,0.2,10.4,356
HO01,2004-10-20T10:41:00,0.2,25.4,2.2,67.1,2.5,101.1,8.6,0.5,10,645
HO01,2004-10-20T12:41:00,0.1,18.2,2,57.5,2.3,58,5.4,-999,8.2,631
HO01,2004-10-20T14:41:00,0.1,16.2,2,51.3,2.2,73.8,37.4,-999,5.2,650
HO01,2004-10-20T16:41:00,0.1,13.1,2.2,47.6,2.4,46,3.3,-999,8.1,627
HO01,2004-10-20T20:41:00,0.2,8,2.4,39.8,2.3,121.2,17.4,-999,9.5,645
HO01,2004-10-21T00:41:00,0.1,6.8,2.4,38.9,2.5,1235.9,97.1,-999,6.2,688
HO01,2004-10-21T12:43:00,0.1,4.8,2.8,31.4,2.1,508.9,43.5,-999,22.7,827
HO03,2004-10-19T17:29:00,199,75.9,8.8,591.5,13.4,-999,-999,-999,28000,1350
HO01,2004-10-19T18:02:00,0,38.4,3.4,114.2,4.9,17458.2,925.4,35.9,1110,417
HO01,2004-10-19T19:08:00,1.3,37.7,3.5,117.7,4.6,14022.7,10428.7,46.4,780,234
HO01,2004-10-20T08:20:00,0.1,32.3,2.3,76.8,2.5,207.9,12.2,0.4,4.2,605
HO01,2004-10-19T18:39:00,0.2,24.6,2.5,97,3.1,13122.4,853.2,34.3,1063,284
HO01,2004-10-19T19:39:00,0.2,33.7,2.3,99.4,2.9,9367,609.2,17.3,705,202
HO01,2004-10-19T20:39:00,0.2,35.6,2.1,100.9,2.7,4024.2,184.7,26.7,36.5,227
HO01,2004-10-19T21:39:00,0.2,38.7,1.9,100.1,2.2,1544.1,147.1,6.6,476,303
HO01,2004-10-19T22:39:00,0.2,43.1,1.5,106.8,2.2,899.6,96.6,3.7,34,347
HO01,2004-10-20T00:39:00,2.9,62.4,3.5,149,4.3,5382.6,311.2,31.3,570,449
HO01,2004-10-20T02:39:00,0.1,49.2,1.8,107.9,2.5,304.9,30.8,2,-999,512
HO01,2004-10-20T04:39:00,0.1,39.6,2,90.1,2.2,192.4,28,0.9,-999,556
HO01,2004-10-20T07:41:00,0.2,31.6,2,78.9,2.4,112.2,9.6,0.4,-999,598
RN01,2004-10-19T17:05:00,4,278.7,43.3,455.1,38.9,-999,-999,-999,-999,1260
RN01,2004-10-19T18:05:00,0.7,131,28.4,226.8,23.7,-999,-999,-999,-999,1553
RN01,2004-10-19T19:05:00,0.5,139.6,21.2,227.6,18.5,-999,-999,-999,-999,1478
RN01,2004-10-19T20:05:00,0.3,119.4,7.6,181.5,7.1,-999,-999,-999,-999,1610
RN01,2004-10-19T21:05:00,0.3,292,13.1,358.2,16.7,-999,-999,-999,-999,1136
RN01,2004-10-19T22:05:00,0.5,165.5,13.2,230,13.5,-999,-999,-999,-999,1003
RN01,2004-10-19T23:05:00,0.3,156.5,7.4,218.1,7.1,-999,-999,-999,-999,612
RN01,2004-10-20T00:05:00,0.2,173.4,7.5,237.7,7.6,-999,-999,-999,-999,568
RN01,2004-10-20T01:05:00,0.2,183.8,6.1,246.8,6.8,-999,-999,-999,-999,553
RN01,2004-10-20T02:05:00,0.2,187,3.8,255.4,5.1,-999,-999,-999,-999,577
RN01,2004-10-20T04:05:00,0.3,197.6,3.4,264.8,4.3,-999,-999,-999,-999,597
RN01,2004-10-20T07:07:00,0.2,188.4,3.9,255.6,4.7,-999,-999,-999,-999,684
RN01,2004-10-20T10:07:00,0.3,178.1,3.9,236.4,5.1,-999,-999,-999,-999,738
RN01,2004-10-20T13:07:00,0.2,209.4,5.8,269.9,6.2,-999,-999,-999,-999,900
RN01,2004-10-20T16:07:00,0.2,163.3,3.9,216.8,3.8,-999,-999,-999,-999,837
RN01,2004-10-20T19:07:00,0.2,161.4,3.2,216.8,2.4,-999,-999,-999,-999,916
RN01,2004-10-20T22:07:00,1.3,163.9,2.8,222.8,2.9,-999,-999,-999,-999,1027
RN01,2004-10-21T01:07:00,4.1,167.2,3.3,230.4,3.3,-999,-999,-999,-999,1142
RN01,2004-10-21T04:07:00,7.3,165.1,2.7,221.6,2.9,-999,-999,-999,-999,1265
RN01,2004-10-21T07:07:00,11.3,163.5,3.1,226.5,2.7,-999,-999,-999,-999,1413
HO01,2004-10-20T15:53:00,0,15.1,2.5,47.8,2.4,32,3.8,0.3,5.5,655
GV00,2004-10-20T17:28:00,112,27.9,10,289.1,10,-999,-999,-999,3230,1300
HO01,2004-10-21T12:33:00,0,5.7,2.3,25,1.5,-999,-999,-999,1.4,819
GV00,2004-10-21T15:40:00,44,8.7,6.6,166.9,6.5,-999,-999,-999,224,1726
GV03,2004-10-19T19:53:00,4.8,30.6,10.6,78.2,7.3,-999,-999,-999,24400,869
GV03,2004-10-20T10:13:00,0.2,22.8,5.5,68.2,5.4,-999,-999,-999,476,1174
GV03,2004-10-20T11:28:00,0.2,21.8,5,66.6,5.4,-999,-999,-999,434,545
GV03,2004-10-20T16:54:00,0.2,13.3,4.7,55.2,5.1,-999,-999,-999,325.3,1216
GV03,2004-10-21T15:07:00,1.4,6.1,4.3,40.8,3.8,-999,-999,-999,35.2,1644
SM01,2004-10-19T15:00:00,0.6,678.5,51,690.1,51.5,-999,-999,-999,-999,418
SM01,2004-10-19T16:00:00,1.2,1285.9,67.6,1346.7,63.3,-999,-999,-999,-999,610
SM01,2004-10-19T17:00:00,15.6,525.2,60.1,555.3,57.5,-999,-999,-999,-999,502
SM01,2004-10-19T18:00:00,4.2,392.2,35.4,462.5,34.2,-999,-999,-999,-999,350
SM01,2004-10-19T19:00:00,2,314.2,27.6,364.5,26.6,-999,-999,-999,-999,231
SM01,2004-10-19T20:00:00,0.3,283,25.8,335.5,25.4,-999,-999,-999,-999,212
SM01,2004-10-19T21:00:00,0.7,255.6,22.7,306.3,23.1,-999,-999,-999,-999,190
SM01,2004-10-19T22:00:00,0.5,122.8,4.3,181.3,3.5,-999,-999,-999,-999,635
SM01,2004-10-19T23:00:00,0.4,120.4,2.9,189.4,3.6,-999,-999,-999,-999,601
SM01,2004-10-20T01:00:00,0.4,122.9,3.4,198.5,3.5,-999,-999,-999,-999,581
SM01,2004-10-20T04:00:00,0.5,138,4.6,208.9,5,-999,-999,-999,-999,530
SM01,2004-10-20T06:00:00,0.4,130.2,3.8,203.3,4.4,-999,-999,-999,-999,574
SM01,2004-10-20T08:00:00,0.4,124.8,20.8,165.6,20.7,-999,-999,-999,-999,339
SM01,2004-10-20T12:00:00,0.5,139.8,5.5,205,5,-999,-999,-999,-999,634
SM01,2004-10-20T16:00:00,0.4,144.3,6.4,197.2,5.8,-999,-999,-999,-999,698
SM01,2004-10-20T20:00:00,0.4,141.2,5.1,197.2,4.8,-999,-999,-999,-999,707
SM01,2004-10-21T02:00:00,0.4,146.6,5.7,203.5,6.5,-999,-999,-999,-999,708
RCcs,2004-10-20T18:30:00,2.5,1.3,0.4,9.1,0.7,-999,-999,-999,-999,16
RCcp,2004-10-20T08:00:00,6,2.8,0.9,31.9,1.2,-999,-999,-999,-999,17
FK00,2004-10-21T10:50:00,9.3,2651.1,27.4,2600.3,20.3,-999,-999,-999,-999,720
SM01,2004-10-21T11:15:00,0.6,71.8,1.6,126.7,2.3,-999,-999,-999,-999,1410
RN01,2004-10-21T09:20:00,15.4,160.6,3.9,225.5,3.2,-999,-999,-999,-999,1544
GV00,2004-10-20T11:16:00,293.9,0.1,10.6,661.7,15,-999,-999,-999,158000,1327
RG09,2004-10-25T13:29:00,0,0,2,9.4,1.9,-999,-999,-999,-999,902
TC02,2004-10-25T12:59:00,2.7,56.3,2.9,96.1,2.7,-999,-999,-999,-999,2186
TE03,2004-10-25T11:39:00,1.4,1222.1,5.5,1235.6,5.4,-999,-999,-999,-999,2803
GV03,2004-10-25T15:45:00,0.4,0,3.4,13.8,3.2,-999,-999,-999,-999,1520
HO01,2004-10-26T09:46:00,1.2,7.2,3.1,21.6,2.5,37.8,5.1,0.4,-999,1143
HO01,2004-10-25T14:14:00,0.3,2.9,2.2,15.5,2.3,7.3,1,0,-999,1173
HO01,2004-10-21T17:00:00,1,6.5,2.4,36,2.3,32,3.7,0.2,-999,819
HO01,2004-10-23T11:00:00,0.5,4.8,2.6,26.7,2.2,-999,-999,-999,-999,995
HO01,2004-10-23T23:00:00,0.5,5.2,2.5,25.2,3,66.8,4,0.3,-999,1124
HO01,2004-10-24T11:00:00,0.2,2.9,2.1,18.6,2.6,-999,-999,-999,-999,1163
HO01,2004-10-24T23:00:00,0.2,3.3,2.4,19.6,2.8,28.6,2.8,0.1,-999,1153
DV00,2004-10-26T11:35:00,1.9,3.3,5.9,123.4,6.8,-999,-999,-999,-999,7204
TE03,2004-10-26T11:40:00,1.7,3.8,3.8,60.3,3.6,-999,-999,-999,-999,3629
TE03,2004-10-26T13:00:00,15.8,146.5,6.1,202.3,5.7,-999,-999,-999,-999,399
SM01,2004-10-26T12:45:00,9.5,1727.1,87.1,1820.8,80.9,-999,-999,-999,28.7,896
FK00,2004-10-26T13:10:00,19.8,406,52,498.4,50.6,-999,-999,-999,83.6,305
CP00,2004-10-26T13:30:00,51.3,198,11.6,405.7,8,424.9,29.2,3.4,22.8,758
RN01,2004-10-26T13:50:00,72.7,156.3,5.7,273.6,6.5,-999,-999,-999,-999,2848
RCcp,2004-10-27T07:00:00,3.6,2.5,0,19,0.6,-999,-999,-999,-999,14
RCcs,2004-10-27T07:30:00,1.8,1.9,0,21.1,0.4,-999,-999,-999,-999,3
TE03,2004-10-26T14:30:00,7.6,177.3,6.5,226,5.9,-999,-999,-999,-999,527
TE03,2004-10-26T16:00:00,7.8,178.1,6.7,228.1,6,-999,-999,-999,-999,534
TE03,2004-10-26T18:20:00,0.2,264.7,9.2,346.5,9,-999,-999,-999,-999,563
TE03,2004-10-26T20:30:00,0,256.4,11.6,353.3,11.1,-999,-999,-999,-999,653
TE03,2004-10-26T23:30:00,0.6,253.2,13.7,360.6,11.3,-999,-999,-999,-999,658
GV03,2004-10-26T17:33:00,3.4,44.3,20.9,104.8,23.6,-999,-999,-999,13500,572
GV03,2004-10-26T20:16:00,1.6,50.2,8.6,105.2,7.9,-999,-999,-999,3480,693
GV03,2004-10-26T18:33:00,2.1,48.2,16.9,104.6,11.5,-999,-999,-999,7460,603
GV03,2004-10-27T08:34:00,0.5,46.1,4.4,88,4.3,-999,-999,-999,546,1000
HO01,2004-10-27T17:20:00,3.6,18.4,2,50.3,2.7,111.3,5.2,0.2,9.6,605
ON01,2004-10-27T16:20:00,72.9,261.9,2.7,426.8,3.7,2838.7,382.7,40.7,1430,815
GV03,2004-10-27T15:25:00,0.8,34,4.3,70.3,4.2,-999,-999,-999,175,1201
GV03,2004-10-26T14:55:00,0.1,20.1,3.2,66.7,5,-999,-999,-999,19200,975
ON01,2004-10-26T15:20:00,135.7,163.4,10.1,513.8,7.3,628328.2,38673.9,4835,127000,848
ON01,2004-10-26T16:58:00,94.5,204.5,9.3,458.6,6.7,148911.5,12531.1,1659.3,42600,638
ON01,2004-10-26T17:58:00,87.1,210.3,11.6,419,5.5,78161.5,6673.9,585.2,29800,579
ON01,2004-10-26T18:48:00,80.9,230.1,9.2,435,6.1,51223.7,5197.9,612.7,22900,543
ON01,2004-10-26T20:31:00,76.5,256.1,6.5,421.5,4.3,52494.8,5173.9,642.9,21800,564
ON01,2004-10-27T09:00:00,62,265.2,4.2,422.8,3.8,9196.2,1140.2,121.2,4730,656
HO01,2004-10-26T15:39:00,28.3,27.9,13.6,115.6,10.5,39456.2,2374.9,163.6,4440,289
HO01,2004-10-26T19:06:00,12.3,36.5,3.3,109,3.8,-999,-999,-999,600,275
HO22,2004-10-26T19:35:00,144.3,144.4,21.7,481.3,20.3,-999,-999,-999,1590,454
HO22,2004-10-26T15:55:00,150.6,97.2,28.1,482.6,23,-999,-999,-999,1340,522
HO01,2004-10-26T14:26:00,0,7,9.7,22.7,4,745.4,42.8,25.9,194.7,1037
HO01,2004-10-26T15:26:00,33.9,29.5,21.7,157.2,15,52100.3,2874.7,280.8,8440,314
HO01,2004-10-26T16:26:00,10,25.9,10.1,102.4,7.8,15303.6,825.5,51.9,2040,225
HO01,2004-10-26T17:26:00,5,26.3,3.5,84,3.9,5556,351.9,23.3,634,228
HO01,2004-10-26T18:26:00,3.8,28.3,2.8,82.7,3.1,2961.3,236.3,12,356,247
HO01,2004-10-26T19:26:00,14.3,50.2,4.5,120.9,4.6,7603.4,401.2,19.5,710,306
HO01,2004-10-26T20:26:00,1.8,37.3,1.9,84.9,2.4,1673.3,95.5,4.8,214,294
HO01,2004-10-26T21:26:00,2.4,34.9,1.7,83.8,2.4,1747.1,102.7,3.1,142.5,287
HO01,2004-10-27T13:26:00,3,25.6,1.8,62.5,2.7,238.8,9.9,0.4,22.5,559
HO01,2004-10-26T22:26:00,2.9,37.3,1.9,87.2,2.4,1032.2,78.4,2.8,142.9,298
HO01,2004-10-26T23:26:00,2.3,40,3.5,80.4,3.5,1216.7,91.1,8.6,160.8,317
HO01,2004-10-27T00:26:00,62.7,51.1,20.1,206.1,14.7,55457.6,3118.5,195.5,4860,481
HO01,2004-10-27T01:26:00,40.2,58.2,9.5,167.9,8.5,12908.3,681.1,61.1,1450,387
HO01,2004-10-27T03:26:00,6.5,42.8,2.3,87.8,3.1,1014.4,69.1,5,179.6,395
HO01,2004-10-27T05:26:00,5.2,32.9,2,77.7,2.8,1002.8,63.6,3.8,116.5,426
HO01,2004-10-27T07:26:00,4.7,30.1,1.8,73.5,2.6,638.1,47.1,1.5,62,423
HO01,2004-10-27T10:26:00,3.2,26.7,1.8,61.9,2.5,-19.4,5.9,0.7,40,486
FK00,2004-10-28T16:40:00,1.2,1438.3,11.9,1614,10.6,-999,-999,-999,-999,1774
CP00,2004-10-28T16:00:00,1.6,226.1,4.1,260.4,5.2,-999,-999,-999,-999,1157
SM01,2004-10-28T17:00:00,0.4,6.4,1.5,22.4,2.2,-999,-999,-999,-999,787
RN01,2004-10-28T15:40:00,11.4,164,2.7,199.9,3.6,-999,-999,-999,-999,1543
TE03,2004-10-27T06:00:00,1,455.6,9.2,587.1,7,-999,-999,-999,-999,1340
TE03,2004-10-27T11:00:00,2.1,461.5,8.9,550.4,6.5,-999,-999,-999,-999,1475
TE03,2004-10-27T12:30:00,3,460.5,10.3,547.1,9,-999,-999,-999,-999,1397
TE03,2004-10-27T20:30:00,0.5,465.7,9.6,552.8,9.5,-999,-999,-999,-999,1421
TE03,2004-10-28T10:00:00,1.8,901.7,6,1083.6,6,-999,-999,-999,-999,2366
TE03,2004-10-28T16:46:00,2.7,669.4,6.9,689.6,5.9,-999,-999,-999,-999,2088
GV00,2004-10-28T16:11:00,65.1,11.8,8.5,177.1,8.5,-999,-999,-999,238.7,1645
GV03,2004-10-28T15:47:00,0,9.9,3.9,33.3,3.9,-999,-999,-999,33.1,1497
ON01,2004-10-28T16:20:00,38.8,159.2,2.2,302.5,3,503.1,59.8,6.6,216,1061
FK00,2004-10-26T15:00:00,1.7,135.9,17.2,160.8,19,-999,-999,-999,-999,321
FK00,2004-10-26T17:00:00,6.6,319.4,32,342.1,30.9,-999,-999,-999,-999,345
FK00,2004-10-26T18:00:00,10.7,399.5,34.7,423,33.4,-999,-999,-999,-999,342
FK00,2004-10-26T19:00:00,5.8,287.9,29.6,316.5,27.5,-999,-999,-999,-999,328
FK00,2004-10-26T20:00:00,2.1,194.7,24.1,252.4,24,-999,-999,-999,-999,300
FK00,2004-10-26T21:00:00,5.6,361.5,35.3,415.4,31.7,-999,-999,-999,-999,433
FK00,2004-10-26T22:00:00,5.5,491.1,42.8,580,38.6,-999,-999,-999,-999,641
FK00,2004-10-26T23:00:00,3.4,665.3,37.8,724.3,30.8,-999,-999,-999,-999,862
FK00,2004-10-27T00:00:00,1.5,830.2,32.5,966.3,26.8,-999,-999,-999,-999,1056
FK00,2004-10-27T02:00:00,1.9,301.6,26.4,335,24.2,-999,-999,-999,-999,384
FK00,2004-10-27T04:00:00,0.3,669.5,26,725.7,20.4,-999,-999,-999,-999,908
FK00,2004-10-27T08:00:00,0,1209.8,14.8,1570.7,14.4,-999,-999,-999,-999,1523
FK00,2004-10-27T12:00:00,9.5,1083.2,65.3,2169.6,57.1,-999,-999,-999,-999,1555
FK00,2004-10-27T16:00:00,8.3,1851.9,25.2,2283.8,21.9,-999,-999,-999,-999,1728
FK00,2004-10-27T20:00:00,0,1463.9,14.8,1746.8,13.3,-999,-999,-999,-999,1819
FK00,2004-10-28T02:00:00,0,1526.1,7,1758.8,5.6,-999,-999,-999,-999,1886
SM01,2004-10-26T15:00:00,3.4,804.5,40.8,979.5,36.9,-999,-999,-999,-999,814
SM01,2004-10-26T16:00:00,14.1,502.8,29.3,128.5,24.5,-999,-999,-999,-999,772
SM01,2004-10-26T18:00:00,2.2,179.7,8.1,192.6,7.3,-999,-999,-999,-999,835
SM01,2004-10-26T19:00:00,4.4,160.9,8,185,5.5,-999,-999,-999,-999,770
SM01,2004-10-26T20:00:00,0,186.4,9.1,206.6,6.3,-999,-999,-999,-999,743
SM01,2004-10-26T21:00:00,0,91.7,4.4,120,3.4,-999,-999,-999,-999,797
SM01,2004-10-26T22:00:00,0,69.1,3.4,91.1,2.7,-999,-999,-999,-999,795
SM01,2004-10-26T23:00:00,0,58.7,3.2,78.8,3.3,-999,-999,-999,-999,788
SM01,2004-10-27T00:00:00,0,59,3.3,82.7,3.3,-999,-999,-999,-999,733
SM01,2004-10-27T02:00:00,0,82.6,3.8,104.4,4.2,-999,-999,-999,-999,717
SM01,2004-10-27T04:00:00,1.6,70.5,3.6,98.5,4,-999,-999,-999,-999,710
SM01,2004-10-27T08:00:00,0,46.9,1.9,74.3,2.2,-999,-999,-999,-999,709
SM01,2004-10-27T12:00:00,0,32.8,1.9,61.2,1.7,-999,-999,-999,-999,706
SM01,2004-10-27T16:00:00,0,24.9,1.8,54,2.1,-999,-999,-999,-999,723
SM01,2004-10-27T20:00:00,0,47.3,2.4,73.4,2.7,-999,-999,-999,-999,745
SM01,2004-10-28T02:00:00,0,35.2,1.6,66.4,2.5,-999,-999,-999,-999,745
RN01,2004-10-26T15:25:00,66.9,202.1,8.2,310.7,7,-999,-999,-999,-999,2530
RN01,2004-10-26T17:25:00,2.9,151.5,1.9,178.3,2.1,-999,-999,-999,17940,1889
RN01,2004-10-26T18:25:00,0.7,149.5,7.5,171.9,6.3,-999,-999,-999,6470,873
RN01,2004-10-26T19:25:00,0.6,202.6,8.3,235.1,6.2,-999,-999,-999,4030,1049
RN01,2004-10-26T20:25:00,0.6,251.5,8.2,284.3,5.6,-999,-999,-999,3600,1184
RN01,2004-10-26T21:25:00,1.1,301.9,9.1,353.1,7.5,-999,-999,-999,2410,1147
RN01,2004-10-26T22:25:00,1.4,404.2,7.7,428.7,5.8,-999,-999,-999,2930,1375
RN01,2004-10-26T23:25:00,1.3,541.7,8.7,506.3,7.2,-999,-999,-999,2070,1384
RN01,2004-10-27T00:25:00,0.6,275.6,6.7,282.7,4.6,-999,-999,-999,1580,1156
RN01,2004-10-27T01:25:00,0,145.3,4.9,168,3.7,-999,-999,-999,1020,932
RN01,2004-10-27T02:25:00,0,134.6,4.4,150.1,3.2,-999,-999,-999,658,894
RN01,2004-10-27T05:25:00,0,155,3.4,182.7,2.9,-999,-999,-999,278,821
RN01,2004-10-27T08:25:00,0,166.8,3.2,191.4,2.8,-999,-999,-999,-999,861
RN01,2004-10-27T11:25:00,0.1,159.2,3.8,205,2.8,-999,-999,-999,-999,929
RN01,2004-10-27T14:25:00,1.1,174.3,3,196.5,2.7,-999,-999,-999,-999,875
RN01,2004-10-27T17:25:00,6.5,173.3,3,200.2,3.1,-999,-999,-999,-999,1098
RN01,2004-10-27T23:25:00,3.8,168.5,2.7,189.5,2.8,-999,-999,-999,-999,1224
RN01,2004-10-28T05:25:00,6.3,166.8,3.2,182.6,2.6,-999,-999,-999,-999,1329
RN01,2004-10-28T11:25:00,8.2,165.9,3.2,182.7,3,-999,-999,-999,-999,1439
ON03,2004-10-29T15:07:00,60,77.9,3.2,224.4,3.6,-999,-999,-999,42.4,1112
GV03,2004-10-29T15:25:00,0,1.6,3.6,16.1,3.1,-999,-999,-999,3.9,1483
CP00,2004-10-26T16:00:00,1.6,59.8,4.9,82.8,5,115.1,9.8,0.8,-999,779
CP00,2004-10-26T17:00:00,0,51,4.2,73.1,3.8,103.4,10.9,0.8,-999,788
CP00,2004-10-26T19:00:00,0,59.7,3.6,81.4,3.5,83.1,7.3,0.5,-999,788
CP00,2004-10-26T20:00:00,0,63.6,3.9,87,3.5,89.5,10.2,0.4,-999,773
CP00,2004-10-26T21:00:00,0,72.9,4,94.6,3.7,100.7,9.6,0.4,-999,775
CP00,2004-10-26T22:00:00,0,84.1,4,101.2,4.3,82.4,7.3,0.5,-999,768
CP00,2004-10-26T23:00:00,0,94.3,4.3,111.7,3.7,113.7,14.2,0.4,-999,773
CP00,2004-10-27T00:00:00,0.1,98.2,4.5,123.2,3.7,84.5,7.5,0.4,-999,788
CP00,2004-10-27T02:00:00,0,134.1,4.2,150.7,4,63.8,5.9,0.4,-999,854
CP00,2004-10-27T05:00:00,14.6,338.5,23.4,359.2,21.8,4142.2,283.6,25.9,-999,285
CP00,2004-10-27T09:00:00,23.5,538.3,34.9,533.7,31.5,652.1,49.2,8.1,-999,403
CP00,2004-10-27T13:00:00,11.3,319,24.4,340,22.6,594.2,43.3,6.4,-999,309
CP00,2004-10-27T17:00:00,3.7,227.5,26.9,253.5,22.2,1128.7,111.4,12.1,-999,396
CP00,2004-10-27T21:00:00,0,125,11.8,162.3,10.4,997.3,73.3,4.2,-999,653
CP00,2004-10-28T03:00:00,0.1,95.7,6.2,117.1,6,1331.3,135,10.2,-999,745
HO01,2004-10-27T21:37:00,1.7,15.3,2.6,39.4,2.6,-999,-999,-999,-999,674
HO01,2004-10-28T01:37:00,2,11.8,2.1,34.7,2.5,146.1,11.8,0.2,-999,714
HO01,2004-10-28T05:37:00,0,9.4,2,32.1,2.2,-999,-999,-999,-999,746
HO01,2004-10-28T09:37:00,1.4,7.8,2.1,32,2.6,68.5,6.8,0.1,-999,784
HO01,2004-10-28T17:38:00,0.8,6.1,2.4,26.1,2.8,-999,-999,-999,-999,860
HO01,2004-10-29T05:38:00,0.4,4.8,2.2,18.2,2.4,30.8,1.3,0,-999,932
HO01,2004-10-29T17:38:00,0,4.5,2.2,15.9,2.3,-999,-999,-999,-999,995
HO01,2004-10-30T17:38:00,0,3.6,2.1,9.8,2.3,28.8,3.3,0,-999,1073
HO01,2004-10-31T17:38:00,0,2.9,2.3,10.8,2.3,-999,-999,-999,-999,1113
HO01,2004-11-01T14:35:00,0,2.9,2.2,9.9,2.6,8.3,0.9,0.1,-999,1122
GV03,2004-11-01T15:10:00,0,0.4,2.6,14,3.1,-999,-999,-999,-999,1371
CP00,2004-11-02T13:30:00,1.1,346.8,3.3,357,3.1,11.1,1,0,-999,1620
FK00,2004-11-02T14:22:00,0,2810.8,39.1,2831.3,32.7,-999,-999,-999,-999,1648
RN01,2004-11-02T09:26:00,68.2,214.5,4.9,299,4.7,-999,-999,-999,-999,2712
SM01,2004-11-02T14:42:00,0,0.3,2.2,9.3,2.6,-999,-999,-999,-999,721
TE03,2004-11-03T14:33:00,0.7,1387.6,4.2,1384.6,2.9,-999,-999,-999,-999,2853
HO01,2004-11-04T12:51:00,0.4,2.8,2,7.3,2.3,8.5,0.9,0,-999,1123
HO01,2004-11-06T10:09:00,2.8,3.2,2.5,16.7,2.9,62.7,6.1,0.3,12.7,1049
HO01,2004-11-04T16:41:00,0.1,4.8,3,11.8,2.8,197.8,15.8,3.1,57.2,1071
HO01,2004-11-04T18:11:00,46.2,192.5,13.7,394,17,20085.2,1554.8,149.8,2180,843
HO01,2004-11-04T19:41:00,53,41.5,8.2,146.7,8,8075.1,605.7,25,1410,899
HO01,2004-11-04T21:11:00,111.4,117,9,351.8,8.6,15500.9,1302.3,147.2,3490,780
HO01,2004-11-04T22:41:00,0,205.9,8.3,307.2,11.5,11068.3,927.9,80.9,1220,720
HO01,2004-11-05T00:11:00,68.1,54.3,8.4,189.3,8.2,5980.9,536.1,46,720,809
HO01,2004-11-05T03:11:00,54,43.4,5.9,147.7,5.7,3169.4,325.9,29.8,730,861
