site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,tpc_uM,tpn_uM,tpp_uM,tss_mgperLiter,spec_cond_uSpercm
HO01,2003-01-15T15:42:00,0,0.5,1.1,23.7,3.8,2.7,0.4,-999,-999,963
GV00,2003-01-15T16:44:00,0,0.2,2,16.1,0.2,9.5,1,0.3,-999,1842
MC07,2003-01-16T12:46:00,0,0,1.2,10.3,0,3,0.3,-999,-999,1199
SR04,2003-01-16T12:56:00,0,1,1,15.9,0.7,3.4,0.3,-999,-999,1321
CP05,2003-01-23T10:15:00,0.3,6.1,1.5,18.3,3,5.7,0.6,0.1,-999,928
RG09,2003-01-23T10:49:00,0,1.3,1.3,7.4,2.9,5.5,0.6,-999,-999,802
MC07,2003-01-23T16:26:00,0,0,1.1,11.2,2.8,4.2,0.4,-999,-999,1272
SR04,2003-01-23T16:38:00,0,0,0.9,16.1,3.6,-999,-999,-999,-999,1484
FK71,2003-01-14T14:45:00,223.5,357.9,91.2,721.7,99.4,-999,-999,-999,-999,-999
FK72,2003-01-14T14:55:00,8.9,92.3,33.2,186.6,42.8,-999,-999,-999,-999,-999
FK73,2003-01-14T15:15:00,12.5,97.8,0.6,111.2,3.3,-999,-999,-999,-999,-999
FK74,2003-01-14T15:20:00,2.4,9607.5,974.3,8000,574.1,-999,-999,-999,-999,-999
FK75,2003-01-14T16:00:00,71.6,30.9,48.6,56.8,52.2,-999,-999,-999,-999,-999
FK76,2003-01-14T16:15:00,4.3,152.2,8.5,151.1,8.4,-999,-999,-999,-999,-999
FK77,2003-01-14T16:26:00,1.9,5059.5,382.9,7000,500,-999,-999,-999,-999,-999
FK78,2003-01-14T16:32:00,14.6,8051.8,493.3,7049.7,491,-999,-999,-999,-999,-999
FK00,2003-01-24T13:00:00,1.1,2296.2,17.3,1905.5,10.8,102.9,15.9,1.1,-999,1594
FK03,2003-01-24T12:30:00,11.3,2773.7,16.1,2246.1,9.9,-999,-999,-999,-999,1716
FK04,2003-01-24T12:35:00,26.5,545.2,62,570.6,64.3,-999,-999,0.7,-999,928
FK06,2003-01-24T12:20:00,2.4,2650,8.6,2202.7,3.8,-999,-999,-999,-999,1481
FK07,2003-01-24T12:00:00,4.5,6,2.1,34.4,2.5,-999,-999,-999,-999,570
CP00,2003-01-24T13:30:00,9,506.2,0.5,532.8,1.4,35.2,4.2,0.8,-999,1611
CP20,2003-01-24T13:20:00,12.3,473.1,0.7,475.3,2.5,-999,-999,-999,-999,1855
CP30,2003-01-24T10:50:00,4.4,17.1,26,124.6,31.6,-999,-999,-999,-999,1120
SM01,2003-01-24T12:45:00,1.6,0.5,1.9,37.5,2.4,37.8,4.1,0.2,-999,580
GB04,2003-01-24T11:00:00,0.5,0.6,1.3,8.5,1.4,6.1,0.8,-999,-999,779
SM04,2003-01-28T08:25:00,0,0,2.2,10.4,1.7,-999,-999,-999,-999,-999
SM05,2003-01-28T08:20:00,0,0.7,2.1,8.3,1.7,-999,-999,-999,-999,977
RG09,2003-01-29T14:13:00,0.1,1,1.8,11.5,3.9,4.6,0.5,-999,-999,834
HO01,2003-01-29T13:25:00,0,0.5,1.9,8.7,2.5,2.6,0.5,-999,-999,1053
MC07,2003-01-29T16:31:00,0,0.3,2,19.3,6.3,4,0.5,-999,-999,1279
SR04,2003-01-29T16:41:00,0,0,1.7,12.7,2.9,-999,-999,-999,-999,1528
VR01,2003-02-01T12:25:00,1,160.7,9,184.6,7.5,-999,-999,-999,-999,1863
VR02,2003-02-01T11:25:00,2.6,243,10.4,265,10,-999,-999,-999,-999,1771
VR03,2003-02-01T10:45:00,12.8,305.1,13.6,948.4,37.8,-999,-999,-999,-999,1617
VR06,2003-02-01T09:55:00,0.4,27.9,1.8,37.5,2.3,-999,-999,-999,-999,1195
VR07,2003-02-01T12:30:00,0.3,19,2.5,34.5,3.2,24.3,4,0.2,-999,1462
VR08,2003-02-01T11:30:00,0,0.6,4.7,23.3,4.9,8.9,1.8,0.1,-999,2273
VR09,2003-02-01T10:30:00,0,80,3.9,109.8,8.5,12.7,2.2,0,-999,1786
VR10,2003-02-01T09:30:00,0.1,279.3,1.9,286.2,4.3,5.1,0.8,0,-999,1302
VR13,2003-02-01T10:00:00,0.8,0.9,1.4,7,0.3,9.2,1.6,0,-999,1155
VR14,2003-02-01T11:00:00,0.1,0.5,1.6,3.6,1.8,7.5,0.9,0,-999,1077
VR15,2003-02-01T12:00:00,0.8,1.7,1.5,7.1,2.5,13.7,2.2,0,-999,1044
VR17,2003-02-01T11:45:00,0.2,20.8,1.5,31.2,3.5,-999,-999,-999,-999,-999
VR18,2003-02-01T13:10:00,0.3,0.1,0.1,2.5,0.7,-999,-999,-999,-999,-999
VR19,2003-02-01T13:20:00,0,0.2,0.1,1.9,0.6,-999,-999,-999,-999,-999
AT02,2003-02-02T10:40:00,3.1,173.7,9.9,213.8,11.6,-999,-999,-999,-999,356
AT03,2003-02-02T11:05:00,0.3,115.3,16.6,148.7,10.8,-999,-999,-999,-999,286
SP01,2003-02-02T13:00:00,0.1,0.3,1.1,27.7,1.8,44.6,7.8,0.4,-999,1726
LC01,2003-02-02T12:00:00,2.7,800.9,1.1,856.5,19.4,102.1,12,0.5,-999,297
LC02,2003-02-02T12:30:00,0.5,971,3.5,1026.1,3.3,-999,-999,-999,-999,-999
SJ01,2003-02-02T13:30:00,0.1,71.5,0.7,84,1.5,26.9,4.3,0.2,-999,1813
GA05,2003-02-02T11:00:00,0.2,568.3,2.2,829.8,4.6,-999,-999,0.3,-999,1485
GA11,2003-02-02T14:00:00,0.1,0,0.1,3.3,3.1,-999,-999,-999,-999,-999
CS07,2003-02-02T12:10:00,1.3,76.8,10.4,142.2,8.7,-999,-999,-999,-999,2440
TE03,2003-02-02T10:30:00,0.3,593.4,1.3,559.8,2.8,-999,-999,-999,-999,1713
FK00,2003-02-03T09:25:00,0.5,1973.4,3.6,1916.2,4.7,428.6,48.1,1.5,-999,1876
FK07,2003-02-03T10:35:00,1.2,96.2,6.2,107.7,7.2,-999,-999,-999,-999,865
FK06,2003-02-03T20:15:00,0.6,2224.5,1.7,2142,3.2,-999,-999,-999,-999,1590
FK03,2003-02-03T20:30:00,0.6,2163.1,1.8,2103.7,4.3,-999,-999,-999,-999,1811
FK04,2003-02-03T20:35:00,3,264.3,34.4,293,38.2,-999,-999,-999,-999,964
CP00,2003-02-03T10:15:00,1.4,522.7,2,515.6,3.4,37.9,5,0.1,-999,1685
CP20,2003-02-03T10:00:00,0,484.9,2.3,496,4.6,-999,-999,-999,-999,1884
CP30,2003-02-03T10:25:00,1.8,8,19.5,104.3,38.6,-999,-999,-999,-999,1021
SM01,2003-02-03T21:30:00,0.3,0.5,2.8,15.4,2.2,16.3,2.5,0.1,-999,857
GB04,2003-02-03T08:00:00,0.1,0.3,1.8,7.8,1.2,7.5,0.9,0,-999,838
RG09,2003-02-05T10:30:00,0,0,1.4,10.1,4,4.7,0.8,0,-999,826
MC07,2003-02-05T14:48:00,0,0,1.2,14.5,2.9,9.4,0.7,0,-999,1365
SM04,2003-02-05T07:45:00,0.5,0,1.7,9.3,2.3,-999,-999,-999,-999,-999
SM05,2003-02-05T07:40:00,0,0,1.3,19.7,6.9,-999,-999,-999,-999,1021
HO01,2003-02-05T11:40:00,0,0,1.3,4.1,1.7,3.1,0.4,0,-999,1072
CP05,2003-02-07T08:15:00,0.3,7,1.8,13.3,2.5,-999,-999,-999,-999,1013
FK61,2003-02-07T08:35:00,0,3390.7,1.5,3351.4,4.4,-999,-999,-999,-999,-999
FK63,2003-02-07T08:30:00,0,2012.2,1.7,1957.7,2.8,-999,-999,-999,-999,-999
SR04,2003-02-11T06:00:00,0.8,17.6,3.9,177,16.3,265.2,18.4,2.3,34.1,1324
SR04,2003-02-11T10:32:00,0,29.9,2.5,73.7,2.8,46.4,2.8,1.1,-999,1178
AB21,2003-02-11T04:59:00,33.1,80.6,9.1,285.6,16.2,2983.6,167.4,25.6,-999,225
AB21,2003-02-11T09:24:00,15.6,55.4,7.9,119.1,11.1,307.9,17.5,3.2,-999,234
AB25,2003-02-11T05:04:00,37.4,54.8,7.8,147.5,10,-999,-999,-999,-999,181
AB25,2003-02-11T09:30:00,10.8,78,12.9,179.6,17.8,-999,-999,-999,-999,544
MC02,2003-02-11T05:30:00,28.3,53.7,9,144.8,13.1,950.1,46.5,6.2,-999,87
MC02,2003-02-11T10:01:00,17.5,68.6,9.4,139.1,12.4,162.9,11.8,1.9,-999,271
MC07,2003-02-11T05:53:00,0,16,3.3,126.6,11.7,308.2,25.3,1.8,-999,1011
MC07,2003-02-11T10:30:00,0,10.6,2.2,74.5,8.5,37,4,0.2,-999,1082
SM01,2003-02-11T11:30:00,0,39,3.6,59,4.9,28.2,2.9,0.2,-999,706
SM05,2003-02-11T15:50:00,0,0.5,1.4,0.4,1.7,-999,-999,-999,-999,950
FK00,2003-02-11T11:15:00,0,1351.2,27.3,1352.6,18.4,51.7,5.6,0.4,-999,1216
GB04,2003-02-11T09:40:00,0,0,1,18.8,4.1,16.5,1.8,0,-999,724
CP00,2003-02-11T10:30:00,5,593.3,14.5,1589.1,45,143.4,16.7,3,42.6,756
CP05,2003-02-11T08:50:00,0,2.6,1.9,19.6,3.1,-999,-999,-999,-999,894
CP20,2003-02-11T10:55:00,30.7,98.6,13.6,654.1,43.7,-999,-999,-999,-999,349
CP30,2003-02-11T09:55:00,0.7,38.2,25.6,143.7,32.7,-999,-999,-999,-999,725
HO01,2003-02-11T12:19:00,0,0,1.4,3.6,2,3.3,0.5,0,-999,1012
RG09,2003-02-11T13:35:00,0,0.7,1.2,5.8,1.7,9.5,1.3,0.1,-999,782
AB21,2003-02-11T16:30:00,0,67.1,4.9,108.7,8.2,171.4,17.6,2.4,-999,400
SR04,2003-02-12T09:45:00,0,11.6,1.1,36.7,2.3,130,14.9,3.2,33.3,1218
SR04,2003-02-12T11:54:00,0,9.5,2.8,59.5,8,446.6,50.8,9.5,250,888
AB21,2003-02-12T02:32:00,0,71.2,5,104.3,7.2,100.2,13.3,1.8,-999,572
AB21,2003-02-12T04:02:00,0.7,21.4,3.2,86.9,5.9,970.4,60.4,6.4,-999,207
AB21,2003-02-12T07:25:00,0,37,7.7,77.6,10.2,458.8,46.1,7.9,110,236
AB21,2003-02-12T09:28:00,0,66.8,10.3,215.1,27.2,564.1,70.7,14.9,160,440
AB25,2003-02-12T02:40:00,0,131.6,5.8,182.1,4.5,-999,-999,-999,-999,1255
AB25,2003-02-12T04:11:00,8.4,31.4,6,170.7,15.2,-999,-999,-999,-999,164
AB25,2003-02-12T05:04:00,5.8,28.9,9.6,75.5,11.3,-999,-999,-999,-999,193
AB25,2003-02-12T05:51:00,5.9,34.8,14.6,108.7,17.6,-999,-999,-999,-999,272
AB25,2003-02-12T07:36:00,0,44,20,132.2,24.2,-999,-999,-999,-999,465
AB25,2003-02-12T09:45:00,12.2,30.4,8.7,94.8,10,-999,-999,-999,-999,254
AB25,2003-02-12T10:42:00,4.7,22.8,10.2,21.6,11.4,-999,-999,-999,-999,205
AB25,2003-02-11T16:40:00,0,110.3,7.7,172.5,10.2,-999,-999,-999,-999,987
MC02,2003-02-12T04:44:00,2.8,17.3,5.1,50.5,7,2100.1,115,12,-999,124
MC02,2003-02-12T05:33:00,2.2,25.1,8.5,59.2,10.5,1025.7,78.3,18.5,-999,308
MC02,2003-02-12T06:28:00,9.2,42.1,12.4,98.7,15.6,1191.3,109.7,35.3,-999,441
MC02,2003-02-12T07:15:00,10.4,53.7,13.3,61.9,8.6,1293.4,140.1,56,-999,480
MC02,2003-02-12T09:15:00,0,38.2,8.8,34,7,755,57.7,9.7,-999,381
MC02,2003-02-12T10:17:00,2,22.8,5.4,59.1,7.8,1969.7,124.9,9.2,-999,217
MC07,2003-02-12T09:10:00,0,14.1,4.2,66.9,9.3,409.1,31.8,3.9,-999,538
MC07,2003-02-12T10:40:00,0,17.4,6.1,56.5,8.8,573.1,35.2,4.7,-999,417
MC07,2003-02-12T11:46:00,0,16.1,4.8,49.7,6.9,401.4,21.3,3.4,-999,599
MC02,2003-02-11T16:18:00,0,64.9,6.3,123.5,10.2,156.7,19,2.8,-999,403
SR04,2003-02-12T08:43:00,0,19.1,1.2,40.1,2.5,188.3,10.1,3.9,46.6,1131
SR04,2003-02-12T10:50:00,0,8.5,1.8,29.7,3.2,248.4,16.1,4.4,73.4,973
AB21,2003-02-12T04:53:00,5.8,15.6,5.3,50.1,7,1395.8,72.5,13.3,286,94
AB21,2003-02-12T05:41:00,5.2,21.2,6.2,77.5,11,718.3,43,11.3,190,125
AB21,2003-02-12T10:30:00,3.6,16.7,4.3,48.1,5.8,848.6,54.3,9.7,194,221
SR04,2003-02-12T19:30:00,0,62.8,14.4,122,17.6,328.9,26,6.7,-999,144
SR04,2003-02-12T21:10:00,0,32.4,6.1,64.2,8.1,1038,90.9,8.7,222,396
SR04,2003-02-13T00:03:00,0,27.9,2.1,60.1,4,327.4,25.2,2.6,53,256
MC07,2003-02-12T19:00:00,0,45.8,8.4,82.8,10.1,811.9,66,9.4,-999,438
MC07,2003-02-12T21:02:00,0,31.8,6.3,65.7,7.5,1649.9,107.9,8.7,-999,398
MC07,2003-02-12T23:42:00,0,5.9,1.4,26.8,2.6,222.4,17.9,1.4,-999,556
GB04,2003-02-12T04:50:00,0,1.3,1.3,11.9,2.3,28.7,2.6,0.2,-999,702
GB04,2003-02-12T07:00:00,0,0,4.1,12.4,2.1,31.9,2.2,0.2,-999,705
GB04,2003-02-12T11:10:00,0,0,0.9,14.2,2.5,128.1,9.5,0.7,-999,660
GB04,2003-02-12T14:50:00,0.3,0.3,0.9,15.8,2,74.4,5.7,0.4,-999,661
GB04,2003-02-12T21:15:00,0,0,1.1,15.7,1.9,44.9,3.5,0.3,-999,617
CP30,2003-02-12T04:10:00,4.8,6.9,4.9,33.4,6.9,-999,-999,-999,-999,61
CP30,2003-02-12T05:30:00,6,13.6,12.4,65,15.8,-999,-999,-999,-999,168
CP30,2003-02-12T06:55:00,5.4,10.4,6.1,42.8,7.6,-999,-999,-999,-999,83
CP30,2003-02-12T07:28:00,3.4,16.8,10.2,42.4,11.6,-999,-999,-999,-999,119
CP30,2003-02-12T07:40:00,3.5,5.9,7.6,33,8.7,-999,-999,-999,-999,85
CP30,2003-02-12T10:15:00,2.5,5.8,15.5,41.9,18.2,-999,-999,-999,-999,132
CP30,2003-02-12T11:40:00,3,5.2,8.4,31.8,10.8,-999,-999,-999,-999,92
CP30,2003-02-12T15:15:00,4.1,16.7,29.2,136.6,35.9,-999,-999,-999,-999,770
CP30,2003-02-12T21:28:00,8.9,12.9,33,108.3,39.9,-999,-999,-999,-999,435
CP30,2003-02-12T04:30:00,3.4,8,10.7,39.4,12.2,-999,-999,-999,-999,105
CP30,2003-02-12T09:15:00,3.6,6.3,10.5,37.6,12.7,-999,-999,-999,-999,108
FK07,2003-02-12T04:20:00,13.6,523.5,21.8,580.8,24.6,-999,-999,-999,-999,222
FK07,2003-02-12T05:50:00,43.3,726.2,48.4,936,61.6,-999,-999,-999,-999,389
FK07,2003-02-12T07:30:00,25.4,548.8,26.8,616,33.1,-999,-999,-999,-999,250
FK07,2003-02-12T09:40:00,33.5,373.7,28.3,459.1,36.7,-999,-999,-999,-999,223
FK07,2003-02-12T08:50:00,34.4,382.1,31.4,481.6,40.3,-999,-999,-999,-999,238
FK07,2003-02-12T10:55:00,37.6,281.5,31.2,383.8,39.9,-999,-999,-999,-999,200
FK07,2003-02-13T12:35:00,1.1,214.5,4,238.6,6.5,-999,-999,-999,-999,94
FK07,2003-02-12T20:12:00,37.7,246.7,29.1,348.4,37,-999,-999,-999,-999,190
FK07,2003-02-12T21:45:00,60.2,401.1,46.6,585.7,58.3,-999,-999,-999,-999,405
RCcs,2003-02-12T21:00:00,0,6.1,0.8,1.5,0.3,-999,-999,-999,-999,-999
RCcp,2003-02-12T16:30:00,2.8,1.3,0,11.2,0.5,-999,-999,-999,-999,-999
FK11,2003-02-11T17:00:00,0,0,0.6,11.4,2.6,-999,-999,-999,-999,1114
FK08,2003-02-12T11:00:00,0,21.6,4.7,41.4,5.3,-999,-999,4,-999,33
FK10,2003-02-12T13:30:00,0,20.1,1.2,60.2,6,-999,-999,-999,-999,655
FK11,2003-02-12T08:00:00,0,1.4,0.6,17.8,2.7,-999,-999,-999,-999,1049
FK11,2003-02-12T13:45:00,3,5.9,41.9,35.9,1.2,-999,-999,-999,-999,873
SM01,2003-02-12T03:55:00,0.1,92.2,4.9,116.6,5.5,203.7,19.4,3.3,-999,668
SM01,2003-02-12T04:50:00,1.4,1860.9,98.7,1949.5,99.8,443.7,40.5,7.8,-999,874
SM01,2003-02-12T06:30:00,19.2,1915.1,102.6,2007.2,101.4,86.1,8.9,2.3,-999,940
SM01,2003-02-12T07:00:00,18.5,1379.9,79.3,1398.4,70.7,332.8,30.9,6.3,99,633
SM01,2003-02-12T08:15:00,1.2,867,51.4,855.1,44.5,671.1,62.3,12.8,-999,486
SM01,2003-02-12T09:45:00,0,233.5,12.9,-999,-999,495.5,37.4,5.7,83,385
SM01,2003-02-12T10:45:00,0,173.8,11.1,200.4,13.7,529.4,45.5,7.5,126,467
SM01,2003-02-12T12:00:00,0,567,33.4,559.3,32.9,423,36.5,6.3,-999,472
SM01,2003-02-12T16:00:00,0,107.4,6.2,122.2,6.9,307.1,31,5.5,-999,638
SM01,2003-02-12T18:30:00,0,162.3,9.2,186.8,13.7,559.7,47.7,8.8,-999,435
SM01,2003-02-12T19:25:00,0,171.6,12.7,184.4,14.1,1018.2,55.5,6.3,-999,436
SM01,2003-02-12T21:00:00,0,255.3,17.1,274.4,18.6,698.2,57.1,10.7,330.1,500
SM01,2003-02-12T21:40:00,0,231,13.9,249.4,15.7,648.3,65.9,11.2,430.1,525
SM01,2003-02-12T23:50:00,0,162.6,10.2,192.2,11.4,445.6,45.6,6.6,310.1,574
SM01,2003-02-13T05:45:00,13.2,426.9,43.5,467.2,45.5,158.9,16.9,2.2,58.3,683
SM01,2003-02-13T11:20:00,0,6.4,1.3,20.2,2,88.2,8.9,0.8,-999,673
SM05,2003-02-13T11:15:00,0,4.4,1.3,22,2.1,-999,-999,-999,-999,751
FK54,2003-02-12T14:05:00,3.6,414.3,42.1,435.7,51.2,-999,-999,0.7,-999,163
CP00,2003-02-12T04:15:00,0,458.6,7.8,511.3,13.1,876,72.3,7.9,120,335
CP00,2003-02-12T04:00:00,0,349.9,4.4,396.3,7.1,871,64.8,7.9,-999,491
CP00,2003-02-12T05:10:00,3,555.5,17.9,568.2,18.3,991.4,90,11.7,230,333
CP00,2003-02-12T06:45:00,6.5,646.3,22.9,663.7,19.9,479.7,53.7,7.8,220,472
CP00,2003-02-12T07:20:00,3.7,511.8,16.2,517.2,14.1,442,42.9,4.8,140,461
CP00,2003-02-12T07:50:00,0.9,634.2,18.5,653.8,15.2,768.4,65.2,7.3,140,451
CP00,2003-02-12T09:00:00,10.3,466.6,26.1,487.3,23.1,611,56.4,15,160,334
CP00,2003-02-12T10:00:00,11.5,368.1,23.2,407,24.3,786.3,64.3,7.4,160,262
CP00,2003-02-12T11:45:00,15.2,391.8,33.1,448.3,37.1,796.8,77.2,11.5,260,315
CP00,2003-02-12T15:25:00,0,201.7,21.3,238.6,23.2,317.7,40.5,5.1,260,365
CP00,2003-02-12T18:10:00,0,141.9,9,175,10.8,908.8,62.4,6.6,-999,367
CP00,2003-02-12T19:05:00,4.6,231.6,14.9,267.3,15.2,745.5,62.1,8.4,-999,246
CP00,2003-02-12T21:15:00,7,162.4,21.8,201.2,24.9,691.6,73.3,7.9,220,328
CP00,2003-02-13T00:10:00,0,141,11.9,193.3,16.6,256.3,30,3.2,180,502
CP30,2003-02-13T05:35:00,1.4,19,21.6,118.5,26,142.9,12.5,0.8,17.1,981
CP00,2003-02-13T11:35:00,0,61.4,5.1,83,2.5,179.1,12.7,0.8,-999,744
MC02,2003-02-12T11:21:00,0,19.6,9.8,43.6,8.1,502.2,33.7,5.7,-999,280
MC02,2003-02-13T13:07:00,0,36.5,8.2,63.5,5.1,149.3,10.1,1,-999,400
MC02,2003-02-12T13:10:00,0.3,36.7,13.9,69.2,11.8,612.2,50.6,10.8,-999,393
MC02,2003-02-12T15:12:00,0,44.2,12.6,81.3,10.8,352.4,33.2,6,-999,534
MC02,2003-02-12T19:05:00,1.9,29.3,13.8,59.5,12.2,1519.8,108.5,33.1,-999,242
MC02,2003-02-12T20:41:00,0,58.7,15.7,96.4,14.7,1014.5,81.9,12.7,-999,328
MC02,2003-02-12T21:45:00,0.2,66.3,16.4,108.4,15,500.5,41.7,6.8,-999,350
MC02,2003-02-13T01:23:00,0,74.1,12.2,119.2,9.8,349.2,32.9,3.3,-999,441
MC02,2003-02-13T03:14:00,0,59.7,10.4,99.9,7.6,229.9,20.3,1.5,-999,447
MC02,2003-02-13T06:45:00,0,46.3,8.2,83,6,130.8,13.8,0.9,-999,500
MC02,2003-02-13T10:49:00,0,43.7,7.4,74.3,4.7,67.8,5.9,15.4,-999,567
MC02,2003-02-13T21:49:00,0,35.4,8,63,3.4,40.2,3.4,5.9,-999,693
MC02,2003-02-13T18:25:00,0.7,37.3,8.5,-999,-999,181.2,13.8,31.8,-999,706
MC02,2003-02-14T04:16:00,0,29.9,7.6,56.3,3.5,20.1,2,2,-999,777
MC02,2003-02-14T10:54:00,0,25.2,8.2,47.1,3.9,8.1,0.8,1.3,-999,844
AB25,2003-02-12T19:55:00,3.4,41.1,34.3,134.5,34.8,-999,-999,-999,-999,264
AB25,2003-02-12T21:04:00,6.4,51.3,25.4,137.6,28.8,-999,-999,-999,-999,264
AB25,2003-02-12T11:48:00,8.9,23.1,15.9,92.8,32,-999,-999,-999,-999,280
AB25,2003-02-12T13:32:00,6.6,41.1,32.1,154.7,34.6,-999,-999,-999,-999,481
AB25,2003-02-12T15:36:00,6.4,57.4,38.1,197.8,40.9,-999,-999,-999,-999,702
AB25,2003-02-13T00:40:00,6.3,90.5,36.5,225,40.1,-999,-999,-999,-999,564
AB25,2003-02-13T02:45:00,6,111.3,39.2,266.7,39.7,-999,-999,-999,-999,757
AB25,2003-02-13T06:15:00,3.5,133.1,31.7,280.5,33,-999,-999,-999,-999,985
AB25,2003-02-13T10:15:00,3.2,146,29.2,285.1,31.3,-999,-999,-999,-999,1254
AB25,2003-02-13T12:31:00,10.3,88.3,14.5,168.6,17.4,-999,-999,-999,-999,445
AB25,2003-02-13T17:46:00,1.4,80.8,20,201.2,21.1,-999,-999,-999,-999,1081
AB25,2003-02-13T21:28:00,0.1,94.9,18.1,221.6,22.2,-999,-999,-999,-999,1370
AB25,2003-02-14T03:51:00,0,127,16,232.5,18,-999,-999,-999,-999,1705
AB25,2003-02-14T10:27:00,0.1,139.3,12.6,236.9,15.1,-999,-999,-999,-999,1939
AB21,2003-02-14T10:19:00,0,117.1,4.6,153.9,5.1,109.1,11.4,37.7,-999,1149
CP02,2003-02-12T11:25:00,0,61.9,14.5,97.8,19.3,-999,-999,68.3,-999,77
CP02,2003-02-12T15:00:00,0,85.3,7,135.4,11.3,-999,-999,129.7,-999,450
CP02,2003-02-12T19:50:00,0,58.1,8,88.5,9.9,-999,-999,72.8,-999,503
CP02,2003-02-12T21:30:00,0,103.4,8.5,155.3,11.7,-999,-999,154,-999,467
CP20,2003-02-12T04:15:00,0,13.8,2.8,-999,-999,-999,-999,-999,-999,53
RCcp,2003-02-13T10:40:00,1.9,8.2,0.1,14.4,0,-999,-999,-999,-999,-999
CP02,2003-02-13T00:15:00,0,85.5,6.2,129.7,8.1,-999,-999,91.3,-999,515
CP02,2003-02-13T13:00:00,0,3.2,1.9,24.6,2.7,-999,-999,4.3,-999,669
CP20,2003-02-13T13:10:00,0.1,32.2,4.3,88.6,7,-999,-999,-999,-999,109
AB21,2003-02-12T11:32:00,0,19.2,5.5,48.9,8.3,658.2,46.7,87.3,162,241
AB21,2003-02-12T13:20:00,0,32.6,9,85.1,12.1,542,41.5,87.9,120.8,310
AB21,2003-02-12T15:25:00,0,47.7,9.2,85.8,11.7,429.7,41.1,124.8,160,523
AB21,2003-02-12T17:15:00,0,52.5,8.5,92.7,11.9,477.7,44.6,129.3,210,668
AB21,2003-02-12T19:40:00,0,24.1,8.1,55,11.2,1022.9,93.4,176.5,330.1,173
AB21,2003-02-12T20:53:00,0,46.2,9.9,86,14,3000.1,159.7,192,380.1,294
AB21,2003-02-13T00:19:00,0,80.4,9.8,128,13,663,77.7,187.1,320.1,550
AB21,2003-02-13T02:31:00,0,94.4,8.9,143.2,11.6,812.1,96.2,266.7,320.1,752
AB21,2003-02-13T06:02:00,0,108.6,7.7,155,6.6,651,85.3,307.4,310.1,858
AB21,2003-02-13T10:07:00,0,123.4,6.9,170,7.7,440,71.8,11.6,210,973
AB21,2003-02-13T12:15:00,0.6,74.8,3.9,122.9,6.4,1146.6,85.3,12.7,140,614
AB21,2003-02-13T17:33:00,0,94.5,4.8,135,6.7,266.5,30.6,3.6,38.6,906
AB21,2003-02-13T21:18:00,0,100.6,5.6,141.4,4.7,142.4,15,1.8,-999,1079
CP30,2003-02-13T00:15:00,8.2,17.6,34.4,133.1,34.1,-999,-999,-999,-999,825
CP00,2003-02-13T05:20:00,0,67.4,6.1,109.5,6.3,-999,-999,-999,-999,689
CP30,2003-02-13T11:45:00,4.6,44.4,15,208.9,18.9,-999,-999,-999,-999,1091
CP30,2003-02-13T23:15:00,0.4,7,12.8,90.1,14.3,-999,-999,-999,-999,1317
SM01,2003-02-13T22:44:00,0,54.8,4,82.4,5.1,34.9,3.5,0.5,-999,745
SM01,2003-02-14T14:20:00,0,0.2,1.4,19,2.4,20.6,2.2,0.1,-999,699
AB21,2003-02-14T03:42:00,0,110.6,5.3,159.2,5.9,106.1,11,1.5,-999,1014
RG09,2003-02-13T17:30:00,0,56.2,2.3,111.7,3.8,67,8.3,1,-999,351
MC07,2003-02-12T02:30:00,0,2,1.4,15.8,2.4,11.9,1.2,-999,-999,1083
MC07,2003-02-12T05:15:00,0,2,1.3,-999,-999,8.9,1.1,-999,-999,1081
MC07,2003-02-12T13:25:00,0.3,15.7,4.8,48.4,6.4,218.5,21,2,-999,509
MC07,2003-02-12T15:15:00,0.1,15.9,4.9,46.8,6,232.1,21.6,2.9,-999,504
RCdv,2003-02-12T00:00:00,3.3,6.1,0,14.9,0.5,-999,-999,-999,-999,8
MC07,2003-02-13T02:02:00,0,28.8,4,65.3,3.1,220.1,18.4,1.2,-999,232
MC07,2003-02-13T03:42:00,0,28.1,1.6,66,3.5,160.8,14.1,1.5,-999,244
MC07,2003-02-13T07:11:00,0,26.3,1.8,57.7,2.9,94.3,8.2,0.8,-999,295
MC07,2003-02-13T11:17:00,0,24,1.4,57.2,3.3,49.9,5.1,0.6,-999,370
MC07,2003-02-13T12:16:00,0,41.7,4.8,76.8,4.4,122.7,11.2,1.2,-999,364
MC07,2003-02-13T13:15:00,0,22.8,2.1,58.6,4.3,68.8,7.4,0.6,-999,370
MC07,2003-02-13T13:50:00,0,21.1,1.7,53,3.4,56.2,6.4,0.7,-999,387
MC07,2003-02-13T14:23:00,0,22.2,3,59.7,3.5,42,4.9,0.4,-999,405
MC07,2003-02-13T19:00:00,0,19.9,1.4,50.5,2.9,29.2,3.3,0.3,-999,453
MC07,2003-02-13T22:13:00,0,18.9,1.4,42.5,2.9,20.9,2.4,0.2,-999,498
GB04,2003-02-13T00:00:00,0,0.1,1.1,21.4,1.9,120,9.5,0.9,-999,592
GB04,2003-02-13T12:45:00,0,1.9,1.1,21.2,2.4,14.7,1.3,0.1,-999,618
GB04,2003-02-14T00:20:00,0,0.3,1.2,15.5,2.6,10.5,1,0.1,-999,657
