day,DO.obs,SpCond,turbidity,turbidity.capped,pH,tempwater,Q.cfs
2018-06-06,7.091354166666667,331.08229166666666,38.37273684210526,38.37273684210526,NA,18.007243615,NA
2018-06-07,7.050416666666667,330.70208333333335,37.31333333333333,37.31333333333333,NA,18.251013398125,NA
2018-06-08,7.075104166666667,329.7336842105263,38.205,38.205,NA,18.20197068,NA
2018-06-09,7.062083333333334,329.4895833333333,37.86842105263158,37.86842105263158,NA,18.270605043333333,NA
2018-06-10,7.0484375,330.18645833333335,35.33479166666667,35.33479166666667,NA,18.150687323333333,NA
2018-06-11,7.1762500000000005,327.4327272727273,40.13627659574468,40.13627659574468,NA,18.932812982395834,NA
2018-06-12,7.170208333333333,NA,48.71958333333333,48.71958333333333,NA,20.698164670729167,NA
2018-06-13,7.1085416666666665,NA,54.810631578947365,54.810631578947365,NA,20.879100880833334,NA
2018-06-14,7.071770833333334,NA,43.503052631578946,43.503052631578946,NA,20.800923874895833,NA
2018-06-15,7.1409375,NA,NA,NA,NA,20.246554045729166,NA
2018-06-16,7.078229166666667,322.2310344827586,35.163440860215054,35.163440860215054,NA,19.468349285833334,NA
2018-06-17,6.7559375,325.0076923076923,77.78791666666666,77.78791666666666,NA,19.478334155625,NA
2018-06-18,7.030520833333333,NA,4221.348909090909,456.32395061728397,NA,20.515335298541668,NA
2018-06-19,6.1668115942028985,NA,713.5966055045872,713.5966055045872,NA,21.401804355520834,NA
2018-06-20,NA,NA,754.24875,754.24875,NA,20.937182553333333,NA
2018-06-21,NA,NA,614.6106382978724,614.6106382978724,NA,21.255598618854165,NA
2018-06-22,NA,NA,565.7975,565.7975,NA,24.490298754166666,NA
2018-06-23,NA,NA,NA,NA,NA,NA,NA
2018-06-24,NA,NA,347.6928003887755,224.66898500114942,NA,22.811230769230768,NA
2018-06-25,NA,321.2635224,493.76040030416664,493.76040030416664,NA,22.870927083333335,NA
2018-06-26,NA,322.14636163125,220.92291666666668,220.92291666666668,NA,23.526989583333332,NA
2018-06-27,NA,330.44123848125,437.9165625,378.2381111111111,NA,23.940666666666665,NA
2018-06-28,NA,338.469779371875,1473.4345833333334,1118.3005263157895,NA,24.274385416666668,NA
2018-06-29,NA,344.203521121875,4210.907604166667,NA,NA,23.742291666666667,NA
2018-06-30,NA,349.94316717708335,1808.7196875,NA,NA,22.83109375,NA
2018-07-01,NA,356.1612960125,1108.9219791666667,989.0923188405798,NA,23.143541666666668,NA
2018-07-02,NA,355.38361110833335,943.3992708333334,943.3992708333334,NA,23.93253125,NA
2018-07-03,NA,353.003524271875,1055.3265625,1055.3265625,NA,24.2336875,NA
2018-07-04,NA,347.590488953125,941.6039583333334,941.6039583333334,NA,23.21878125,NA
2018-07-05,NA,342.26187530416667,1837.1834375,812.8421333333333,NA,22.7485625,NA
2018-07-06,NA,333.00067845520834,19006.8425,NA,NA,22.741604166666665,NA
2018-07-07,NA,357.4930185625,19243.206354166665,NA,NA,24.662760416666668,NA
2018-07-08,NA,325.61355739375,6955.557604166666,NA,NA,25.040208333333332,NA
2018-07-09,NA,308.4669973603448,2727.9710169491527,NA,NA,25.386065217391305,NA
2018-07-10,NA,NA,NA,NA,NA,NA,NA
2018-07-11,NA,NA,NA,NA,NA,NA,NA
2018-07-12,NA,NA,NA,NA,NA,NA,NA
2018-07-13,NA,NA,NA,NA,NA,NA,NA
2018-07-14,NA,NA,NA,NA,NA,NA,NA
2018-07-15,NA,NA,NA,NA,NA,NA,NA
2018-07-16,NA,NA,NA,NA,NA,NA,NA
2018-07-17,NA,NA,NA,NA,NA,NA,NA
2018-07-18,NA,NA,NA,NA,NA,NA,NA
2018-07-19,NA,NA,NA,NA,NA,NA,NA
2018-07-20,NA,NA,NA,NA,NA,NA,NA
2018-07-21,NA,NA,NA,NA,NA,NA,NA
